atr_bpn_id,NIK,asset_type,certificate_type,certificate_number,provinsi,kota,kecamatan,kelurahan,land_area_m2,building_area_m2,nilai_tanah_per_m2,nilai_bangunan_per_m2,nilai_tanah_total,nilai_bangunan_total,total_collateral_value,ownership_match
ATR000142,3674010111850142,Ruko,SHM,70824/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,87.3,80.3,29190000,6300000,2548287000,505890000,3054177000,Ya
ATR000143,3275013112760143,Ruko,HGB,13142/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,195.3,249.1,19970000,4930000,3900141000,1228063000,5128204000,Ya
ATR000144,3271010807730144,Tanah,SHM,55358/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,118.1,0.0,18910000,5080000,2233271000,0,2233271000,Ya
ATR000145,3171014303910145,Ruko,HGB,68262/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,254.3,184.1,30260000,4980000,7695118000,916818000,8611936000,Ya
ATR000146,3271010804990146,Rumah,HGB,40668/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,204.6,185.4,50750000,5750000,10383450000,1066050000,11449500000,Ya
ATR000147,3271010801020147,Ruko,SHM,75485/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,158.1,152.6,19720000,4970000,3117732000,758422000,3876154000,Ya
ATR000148,3275011301670148,Rumah,HGB,56770/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,77.6,59.7,26710000,4780000,2072696000,285366000,2358062000,Tidak
ATR000149,3276015808820149,Ruko,SHM,32374/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,169.6,194.7,14820000,4430000,2513472000,862521000,3375993000,Ya
ATR000150,3271016403950150,Gudang,SHM,48365/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,262.5,230.3,7300000,3250000,1916250000,748475000,2664725000,Ya
ATR000151,3172012003930151,Tanah,SHM,33580/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,342.4,0.0,8550000,3020000,2927520000,0,2927520000,Ya
ATR000152,3276017005830152,Gudang,SHM,56732/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,379.0,244.4,10440000,4290000,3956760000,1048476000,5005236000,Ya
ATR000153,3271014407890153,Tanah,HGB,28178/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,346.2,0.0,16050000,4900000,5556510000,0,5556510000,Ya
ATR000154,3276011812950154,Ruko,HGB,81767/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,115.6,73.0,60190000,6820000,6957964000,497860000,7455824000,Ya
ATR000155,3175016111660155,Tanah,SHM,64664/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,182.0,0.0,31170000,5320000,5672940000,0,5672940000,Ya
ATR000156,3271012802710156,Tanah,SHM,52940/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,209.3,0.0,9630000,3760000,2015559000,0,2015559000,Ya
ATR000157,3671010607690157,Rumah,SHM,27808/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,314.2,283.5,41380000,6720000,13001596000,1905120000,14906716000,Ya
ATR000158,3671016606990158,Ruko,SHM,40367/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,244.8,299.9,16600000,3720000,4063680000,1115628000,5179308000,Ya
ATR000159,3276010708980159,Tanah,SHM,32120/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,273.4,0.0,23760000,4640000,6495984000,0,6495984000,Ya
ATR000160,3671016903770160,Tanah,SHM,73746/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,270.8,0.0,9090000,4250000,2461572000,0,2461572000,Ya
ATR000161,3671015511720161,Ruko,SHM,41419/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,111.6,83.6,14790000,4510000,1650564000,377036000,2027600000,Ya
ATR000162,3174011209760162,Tanah,HGB,48756/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,253.8,0.0,9710000,4010000,2464398000,0,2464398000,Ya
ATR000163,3671015510670163,Ruko,SHM,73154/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,339.2,199.6,49680000,5330000,16851456000,1063868000,17915324000,Ya
ATR000164,3171015406860164,Rumah,SHM,88135/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,331.1,205.3,7350000,3840000,2433585000,788352000,3221937000,Ya
ATR000165,3671012807880165,Ruko,SHM,83681/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,278.0,293.3,7600000,3150000,2112800000,923895000,3036695000,Ya
ATR000166,3671012003700166,Ruko,SHM,35044/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,121.7,149.3,9230000,3690000,1123291000,550917000,1674208000,Ya
ATR000167,3172016809850167,Gudang,HGB,93960/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,382.1,237.9,22570000,5010000,8623997000,1191879000,9815876000,Ya
ATR000168,3671011104890168,Ruko,HGB,82957/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,66.2,79.3,18070000,4280000,1196234000,339404000,1535638000,Ya
ATR000169,3674014711810169,Ruko,SHM,87435/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,373.6,398.2,8960000,3890000,3347456000,1548998000,4896454000,Ya
ATR000170,3174012105780170,Rumah,SHM,53607/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,204.2,222.4,50860000,6770000,10385612000,1505648000,11891260000,Ya
ATR000171,3174015206660171,Ruko,HGB,97958/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,98.5,126.9,49580000,5320000,4883630000,675108000,5558738000,Ya
ATR000172,3671016412750172,Ruko,SHM,53854/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,355.8,325.6,12330000,3880000,4387014000,1263328000,5650342000,Ya
ATR000173,3671012711900173,Tanah,HGB,25455/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,174.0,0.0,8180000,2890000,1423320000,0,1423320000,Ya
ATR000174,3671013001930174,Tanah,SHM,71161/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,195.4,0.0,9100000,4050000,1778140000,0,1778140000,Ya
ATR000175,3276014411980175,Tanah,SHM,90516/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,178.0,0.0,7500000,3350000,1335000000,0,1335000000,Ya
ATR000176,3173016311750176,Rumah,HGB,43705/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,213.8,131.0,40630000,6000000,8686694000,786000000,9472694000,Ya
ATR000177,3671010704680177,Ruko,SHM,84448/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,371.0,293.1,7170000,3530000,2660070000,1034643000,3694713000,Ya
ATR000178,3671010307980178,Ruko,HGB,26367/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,285.6,183.5,62610000,5810000,17881416000,1066135000,18947551000,Ya
ATR000179,3674016711850179,Gudang,SHM,13874/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,89.0,115.5,7000000,3500000,623000000,404250000,1027250000,Ya
ATR000180,3175012710890180,Ruko,HGB,61705/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,315.0,210.4,13430000,3650000,4230450000,767960000,4998410000,Ya
ATR000181,3671015807760181,Ruko,HGB,79462/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,72.4,63.5,12230000,3480000,885452000,220980000,1106432000,Ya
ATR000182,3671010307880182,Rumah,HGB,37277/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,214.1,196.9,7860000,3490000,1682826000,687181000,2370007000,Ya
ATR000183,3671012809810183,Rumah,HGB,88495/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,112.8,72.8,7760000,3860000,875328000,281008000,1156336000,Ya
ATR000184,3671011201890184,Rumah,SHM,67997/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,152.1,154.4,7780000,3090000,1183338000,477096000,1660434000,Ya
ATR000185,3671012707010185,Tanah,HGB,17608/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,303.4,0.0,41910000,5150000,12715494000,0,12715494000,Ya
ATR000186,3174011203690186,Ruko,HGB,44513/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,138.6,143.8,21400000,4580000,2966040000,658604000,3624644000,Ya
ATR000187,3671012005900187,Tanah,SHM,81202/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,120.7,0.0,57520000,5990000,6942664000,0,6942664000,Ya
ATR000188,3671015701730188,Tanah,SHM,75676/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,142.7,0.0,29870000,6090000,4262449000,0,4262449000,Ya
ATR000189,3671012103820189,Rumah,SHM,79924/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,195.0,201.7,36460000,5630000,7109700000,1135571000,8245271000,Ya
ATR000190,3671011309990190,Ruko,SHM,50125/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,64.4,36.6,6840000,2920000,440496000,106872000,547368000,Ya
ATR000191,3671014511680191,Ruko,HGB,25331/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,258.2,216.1,13410000,4380000,3462462000,946518000,4408980000,Ya
ATR000192,3174016703650192,Tanah,HGB,89652/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,148.2,0.0,7710000,3700000,1142622000,0,1142622000,Ya
ATR000193,3671016008690193,Rumah,HGB,58951/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,272.2,225.3,27420000,5200000,7463724000,1171560000,8635284000,Ya
ATR000194,3172016211750194,Ruko,HGB,64884/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,382.5,424.9,35680000,6660000,13647600000,2829834000,16477434000,Ya
ATR000195,3271012211830195,Rumah,SHM,38446/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,364.1,415.0,8800000,3080000,3204080000,1278200000,4482280000,Ya
ATR000196,3175012104650196,Rumah,HGB,71588/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,244.2,245.9,51010000,5800000,12456642000,1426220000,13882862000,Ya
ATR000197,3671016806860197,Tanah,HGB,29591/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,394.7,0.0,12090000,3610000,4771923000,0,4771923000,Ya
ATR000198,3275015804900198,Ruko,SHM,42570/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,66.3,81.6,14170000,4300000,939471000,350880000,1290351000,Ya
ATR000199,3671016609010199,Tanah,HGB,45079/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,248.4,0.0,28230000,5820000,7012332000,0,7012332000,Ya
ATR000200,3173016810910200,Ruko,SHM,90383/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,63.7,38.8,20160000,5000000,1284192000,194000000,1478192000,Ya
ATR000201,3175011806720201,Tanah,HGB,41500/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,264.2,0.0,23090000,4510000,6100378000,0,6100378000,Ya
ATR000202,3671013012840202,Tanah,HGB,15474/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,202.4,0.0,8680000,3820000,1756832000,0,1756832000,Ya
ATR000203,3174011704020203,Ruko,HGB,34668/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,116.5,127.0,10500000,4120000,1223250000,523240000,1746490000,Ya
ATR000204,3671016304790204,Ruko,HGB,41029/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,192.4,140.6,17220000,4800000,3313128000,674880000,3988008000,Ya
ATR000205,3172012910720205,Ruko,SHM,22188/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,252.6,222.5,26230000,5880000,6625698000,1308300000,7933998000,Ya
ATR000206,3674012404660206,Rumah,HGB,49921/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,133.1,69.9,27860000,5660000,3708166000,395634000,4103800000,Ya
ATR000207,3175011608790207,Gudang,HGB,74152/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,228.8,223.6,8080000,3890000,1848704000,869804000,2718508000,Ya
ATR000208,3276010307010208,Ruko,HGB,70714/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,85.5,92.6,11980000,4230000,1024290000,391698000,1415988000,Ya
ATR000209,3671010112870209,Rumah,SHM,85487/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,143.8,166.1,49040000,6350000,7051952000,1054735000,8106687000,Ya
ATR000210,3171011102790210,Rumah,SHM,89056/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,260.7,205.6,8770000,4280000,2286339000,879968000,3166307000,Ya
ATR000211,3674014811960211,Rumah,HGB,54091/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,383.1,328.2,22640000,5270000,8673384000,1729614000,10402998000,Ya
ATR000212,3276014901000212,Rumah,HGB,40541/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,309.0,353.9,7860000,3600000,2428740000,1274040000,3702780000,Ya
ATR000213,3173014507890213,Tanah,SHM,96943/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,144.9,0.0,7970000,3300000,1154853000,0,1154853000,Tidak
ATR000214,3275015710990214,Ruko,HGB,12783/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,381.0,202.5,12740000,4510000,4853940000,913275000,5767215000,Ya
ATR000215,3172012609800215,Rumah,HGB,80966/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,253.1,311.9,23220000,5610000,5876982000,1749759000,7626741000,Ya
ATR000216,3275011006770216,Tanah,SHM,78011/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,374.3,0.0,8560000,3850000,3204008000,0,3204008000,Ya
ATR000217,3671014103930217,Rumah,SHM,98398/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,353.1,415.1,26480000,6040000,9350088000,2507204000,11857292000,Ya
ATR000218,3275016309990218,Gudang,HGB,66271/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,262.7,179.7,6200000,2970000,1628740000,533709000,2162449000,Ya
ATR000219,3271016606790219,Ruko,SHM,72102/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,175.6,189.6,13910000,3970000,2442596000,752712000,3195308000,Ya
ATR000220,3275012907700220,Ruko,HGB,96737/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,328.8,248.2,18680000,5020000,6141984000,1245964000,7387948000,Ya
ATR000221,3175012603760221,Ruko,HGB,85520/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,139.2,72.3,9440000,3080000,1314048000,222684000,1536732000,Ya
ATR000222,3671015801650222,Tanah,HGB,76361/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,239.8,0.0,8490000,3700000,2035902000,0,2035902000,Tidak
ATR000223,3275010508030223,Tanah,HGB,42407/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,179.2,0.0,9180000,3490000,1645056000,0,1645056000,Ya
ATR000224,3276010303820224,Ruko,SHM,14200/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,273.4,327.8,28630000,5620000,7827442000,1842236000,9669678000,Ya
ATR000225,3171016106830225,Rumah,HGB,67626/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,203.3,221.6,14750000,3710000,2998675000,822136000,3820811000,Ya
ATR000226,3171014406770226,Gudang,HGB,68884/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,157.7,116.2,8279999,3110000,1305756000,361382000,1667138000,Ya
ATR000227,3671011907980227,Gudang,HGB,52951/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,395.8,333.4,53090000,6850000,21013022000,2283790000,23296812000,Ya
ATR000228,3271010312700228,Ruko,SHM,82512/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,383.0,432.4,6140000,3320000,2351620000,1435568000,3787188000,Ya
ATR000229,3174011809670229,Ruko,SHM,31790/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,381.2,333.1,41360000,5400000,15766432000,1798740000,17565172000,Tidak
ATR000230,3671011306770230,Ruko,HGB,95003/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,138.8,174.1,7310000,3510000,1014628000,611091000,1625719000,Ya
ATR000231,3276010708670231,Rumah,SHM,91857/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,138.4,88.7,16489999,4080000,2282216000,361896000,2644112000,Ya
ATR000232,3174010805720232,Tanah,HGB,23096/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,179.0,0.0,6940000,4110000,1242260000,0,1242260000,Ya
ATR000233,3674011503770233,Ruko,HGB,58222/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,375.4,486.5,8119999,3680000,3048248000,1790320000,4838568000,Ya
ATR000234,3175012201720234,Rumah,SHM,18088/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,296.6,184.8,13140000,3670000,3897324000,678216000,4575540000,Ya
ATR000235,3174010103860235,Tanah,HGB,36634/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,242.6,0.0,16450000,4300000,3990770000,0,3990770000,Ya
ATR000236,3271016001020236,Rumah,HGB,84119/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,358.3,255.3,48890000,7260000,17517287000,1853478000,19370765000,Tidak
ATR000237,3271014709790237,Gudang,SHM,74625/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,353.1,405.2,8369999,3650000,2955447000,1478980000,4434427000,Ya
ATR000238,3671012908990238,Rumah,HGB,43458/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,198.9,158.8,51040000,6940000,10151856000,1102072000,11253928000,Ya
ATR000239,3175016401650239,Ruko,SHM,45518/Bojong Jaya,Banten,Tangerang,Karawaci,Bojong Jaya,87.6,59.2,9490000,3140000,831324000,185888000,1017212000,Ya
ATR000240,3174012105750240,Tanah,SHM,45616/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,228.3,0.0,24850000,5340000,5673255000,0,5673255000,Ya
ATR000241,3173011909940241,Ruko,HGB,63778/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,178.3,185.9,45890000,5580000,8182187000,1037322000,9219509000,Ya
ATR000242,3174014402740242,Tanah,SHM,16673/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,331.1,0.0,47140000,6630000,15608054000,0,15608054000,Ya
ATR000243,3671016307990243,Rumah,SHM,68265/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,300.8,351.8,10590000,4010000,3185472000,1410718000,4596190000,Ya
ATR000244,3174012511960244,Tanah,HGB,78688/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,315.9,0.0,6280000,3790000,1983852000,0,1983852000,Ya
ATR000245,3671014104690245,Tanah,HGB,50043/Kramat Jati,DKI Jakarta,Jakarta Timur,Kramat Jati,Kramat Jati,69.9,0.0,19760000,4000000,1381224000,0,1381224000,Ya
ATR000246,3671015402910246,Rumah,SHM,45045/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,312.8,196.6,43820000,6600000,13706896000,1297560000,15004456000,Ya
ATR000247,3171012909900247,Gudang,HGB,85461/Cengkareng Barat,DKI Jakarta,Jakarta Barat,Cengkareng,Cengkareng Barat,62.2,45.4,16559999,4810000,1030032000,218374000,1248406000,Ya
ATR000248,3271014301850248,Ruko,HGB,25061/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,148.3,149.4,40480000,6500000,6003184000,971100000,6974284000,Ya
ATR000249,3276012210830249,Ruko,HGB,63459/Paledang,Jawa Barat,Bogor,Bogor Tengah,Paledang,318.7,297.4,7970000,3240000,2540039000,963576000,3503615000,Ya
ATR000250,3271014406820250,Gudang,HGB,58001/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,376.9,219.4,30540000,5600000,11510526000,1228640000,12739166000,Ya
ATR000251,3671016902720251,Gudang,HGB,83438/Rawa Buntu,Jawa Barat,Tangerang Selatan,Serpong,Rawa Buntu,162.3,173.1,10440000,4099999,1694412000,709710000,2404122000,Ya
ATR000252,3171017107910252,Gudang,HGB,18772/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,271.1,145.5,24450000,5710000,6628395000,830805000,7459200000,Tidak
ATR000253,3671011611720253,Ruko,HGB,34577/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,314.9,190.2,48490000,5140000,15269501000,977628000,16247129000,Ya
ATR000254,3171011404800254,Ruko,SHM,56478/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,170.0,151.5,8109999,3590000,1378700000,543885000,1922585000,Ya
ATR000255,3671011604910255,Tanah,HGB,74954/Poris Plawad,Banten,Tangerang,Cipondoh,Poris Plawad,153.0,0.0,8620000,3320000,1318860000,0,1318860000,Ya
ATR000256,3671014601750256,Tanah,HGB,35564/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,115.6,0.0,9250000,3810000,1069300000,0,1069300000,Ya
ATR000257,3671014303730257,Tanah,SHM,72320/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,88.0,0.0,8430000,3770000,741840000,0,741840000,Ya
ATR000258,3276011607930258,Gudang,SHM,43709/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,383.3,238.0,24490000,5890000,9387017000,1401820000,10788837000,Ya
ATR000259,3671016802670259,Gudang,SHM,55900/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,277.1,226.7,41950000,6870000,11624345000,1557429000,13181774000,Ya
ATR000260,3671011804720260,Gudang,SHM,16126/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,364.0,249.0,7310000,3090000,2660840000,769410000,3430250000,Ya
ATR000261,3174015607890261,Tanah,SHM,63609/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,185.3,0.0,27730000,5160000,5138369000,0,5138369000,Tidak
ATR000262,3276011007730262,Ruko,HGB,56153/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,123.1,147.1,8660000,3890000,1066046000,572219000,1638265000,Ya
ATR000263,3674012211710263,Rumah,SHM,67385/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,318.7,319.0,35570000,5160000,11336159000,1646040000,12982199000,Ya
ATR000264,3171011808930264,Gudang,HGB,85452/Menteng,DKI Jakarta,Jakarta Pusat,Menteng,Menteng,269.7,306.7,54700000,5750000,14752590000,1763525000,16516115000,Ya
ATR000265,3276012308810265,Tanah,HGB,37917/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,293.1,0.0,8320000,3280000,2438592000,0,2438592000,Ya
ATR000266,3671011310710266,Tanah,HGB,33389/Pluit,DKI Jakarta,Jakarta Utara,Pluit,Pluit,81.8,0.0,27660000,4930000,2262588000,0,2262588000,Ya
ATR000267,3276015405860267,Tanah,SHM,48549/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,165.5,0.0,8390000,3070000,1388545000,0,1388545000,Ya
ATR000268,3174012912830268,Rumah,SHM,73842/Cakung Barat,DKI Jakarta,Jakarta Timur,Cakung,Cakung Barat,193.4,171.0,12360000,3750000,2390424000,641250000,3031674000,Ya
ATR000269,3271010506030269,Rumah,SHM,32013/Kemiri Muka,Jawa Barat,Depok,Beji,Kemiri Muka,352.4,396.1,8620000,3780000,3037688000,1497258000,4534946000,Ya
ATR000270,3671012709690270,Tanah,HGB,50895/Mekarjaya,Jawa Barat,Depok,Sukmajaya,Mekarjaya,142.3,0.0,9740000,3210000,1386002000,0,1386002000,Ya
ATR000271,3674015506710271,Gudang,HGB,93931/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,270.2,286.9,22390000,4260000,6049778000,1222194000,7271972000,Ya
ATR000272,3271017007770272,Ruko,HGB,76882/Sukabumi Selatan,DKI Jakarta,Jakarta Barat,Kebon Jeruk,Sukabumi Selatan,236.0,134.6,21010000,4300000,4958360000,578780000,5537140000,Ya
ATR000273,3671014706730273,Gudang,HGB,73241/Kelapa Gading Barat,DKI Jakarta,Jakarta Utara,Kelapa Gading,Kelapa Gading Barat,195.0,118.2,25510000,5500000,4974450000,650100000,5624550000,Ya
ATR000274,3671010102710274,Rumah,SHM,47061/Cikini,DKI Jakarta,Jakarta Pusat,Cikini,Cikini,128.1,81.2,35250000,6250000,4515525000,507500000,5023025000,Ya
ATR000275,3271015012010275,Ruko,SHM,95638/Margahayu,Jawa Barat,Bekasi,Bekasi Timur,Margahayu,70.7,88.3,6920000,3640000,489244000,321412000,810656000,Ya
ATR000276,3671015106800276,Ruko,HGB,91311/Gunung,DKI Jakarta,Jakarta Selatan,Kebayoran Baru,Gunung,356.1,381.5,49070000,5710000,17473827000,2178365000,19652192000,Ya
ATR000277,3671012601770277,Rumah,SHM,51978/Tebet Timur,DKI Jakarta,Jakarta Selatan,Tebet,Tebet Timur,87.2,106.0,28400000,6020000,2476480000,638120000,3114600000,Ya
ATR000278,3671012112960278,Tanah,SHM,61494/Bintara,Jawa Barat,Bekasi,Bekasi Barat,Bintara,278.8,0.0,9070000,4059999,2528716000,0,2528716000,Ya
ATR000279,3172015809940279,Tanah,SHM,91766/Duren Tiga,DKI Jakarta,Jakarta Selatan,Pancoran,Duren Tiga,80.5,0.0,27720000,4940000,2231460000,0,2231460000,Ya
