slik_record_id,NIK,inquiry_date,bank_name,loan_type,plafond,outstanding_balance,installment_amount,tenor_month,collectability,collectability_label
SLK000249,3174012105780170,2026-03-26,Bank OCBC NISP,KK,25000000,20527347,1184139,24,1,Lancar
SLK000250,3174012105780170,2024-11-29,Bank BRI,KI,25000000,22061181,427965,60,2,Dalam Perhatian Khusus (DPK)
SLK000251,3174015206660171,2024-07-25,Bank BCA,KPR,300000000,178475000,25767988,12,2,Dalam Perhatian Khusus (DPK)
SLK000252,3174015206660171,2024-08-28,Bank BRI,KPR,100000000,49060992,1739679,60,1,Lancar
SLK000253,3671016412750172,2024-03-24,Bank OCBC NISP,KMK,25000000,6771239,1063471,24,1,Lancar
SLK000254,3671012711900173,2025-11-16,Bank OCBC NISP,KMK,50000000,22872518,1514225,36,1,Lancar
SLK000255,3671013001930174,2024-05-28,Bank OCBC NISP,KK,100000000,50557673,1875446,60,1,Lancar
SLK000256,3671010704680177,2025-05-11,BPR Mitra Usaha,KKB,25000000,9403255,761538,36,3,Kurang Lancar
SLK000257,3671010704680177,2024-09-02,Bank BNI,KK,25000000,20831254,1093837,24,1,Lancar
SLK000258,3671010704680177,2025-05-11,BPR Mitra Usaha,KMK,75000000,25469933,6664554,12,1,Lancar
SLK000259,3674016711850179,2026-05-11,Bank Panin,KMK,100000000,24271096,9382542,12,1,Lancar
SLK000260,3674016711850179,2024-07-15,Bank BRI,KI,75000000,15365035,1737558,48,1,Lancar
SLK000261,3175012710890180,2026-01-24,Bank Mandiri,KK,25000000,7445739,557808,48,1,Lancar
SLK000262,3175012710890180,2026-08-18,Bank BRI,KI,100000000,58591481,2338626,48,1,Lancar
SLK000263,3175012710890180,2026-06-19,Bank Mandiri,KPR,75000000,29822519,1704788,48,3,Kurang Lancar
SLK000264,3671015807760181,2024-10-15,Bank Panin,KPR,50000000,25592083,914685,60,1,Lancar
SLK000265,3671015807760181,2025-11-05,Bank BNI,KPR,300000000,227871028,5713915,60,1,Lancar
SLK000266,3671015807760181,2024-04-24,BPR Mitra Usaha,KKB,300000000,65027610,13548100,24,1,Lancar
SLK000267,3671011201890184,2025-06-11,Bank Panin,KMK,100000000,55280571,9471480,12,3,Kurang Lancar
SLK000268,3671012707010185,2025-03-01,Bank CIMB Niaga,KK,150000000,64331568,7023412,24,1,Lancar
SLK000269,3671012707010185,2024-12-27,Bank OCBC NISP,KMK,200000000,128700086,9057897,24,1,Lancar
SLK000270,3671012707010185,2026-04-02,Bank Mandiri,KPR,75000000,56521982,1347106,60,1,Lancar
SLK000271,3174011203690186,2024-05-24,Bank Danamon,KK,100000000,54749667,8553747,12,1,Lancar
SLK000272,3174011203690186,2025-08-28,Bank Mandiri,KMK,50000000,45334794,4361792,12,1,Lancar
SLK000273,3174011203690186,2025-12-21,Bank BRI,KK,200000000,187553778,17450424,12,1,Lancar
SLK000274,3671012103820189,2024-10-28,Bank BRI,KI,75000000,36396315,1374974,60,1,Lancar
SLK000275,3671012103820189,2024-10-08,Bank BCA,KKB,75000000,22285871,6837849,12,1,Lancar
SLK000276,3671011309990190,2024-02-14,Bank BCA,KK,75000000,69372093,3221846,24,1,Lancar
SLK000277,3671014511680191,2026-03-30,Bank BNI,KMK,500000000,393968848,9237726,60,1,Lancar
SLK000278,3174016703650192,2024-09-01,Bank OCBC NISP,KKB,500000000,346552500,47902400,12,5,Macet
SLK000279,3174016703650192,2025-11-23,Bank CIMB Niaga,KI,100000000,60973217,1800124,60,1,Lancar
SLK000280,3671016008690193,2024-09-20,Bank Mandiri,KI,100000000,83194128,4515541,24,2,Dalam Perhatian Khusus (DPK)
SLK000281,3172016211750194,2026-06-30,Bank Mandiri,KPR,150000000,98482179,2753062,60,1,Lancar
SLK000282,3271012211830195,2026-01-26,Bank OCBC NISP,KK,100000000,54854146,1805500,60,1,Lancar
SLK000283,3175012104650196,2024-06-23,Bank Danamon,KMK,100000000,62403887,3134662,36,2,Dalam Perhatian Khusus (DPK)
SLK000284,3175012104650196,2025-05-24,Bank BNI,KI,500000000,162274166,11840146,48,1,Lancar
SLK000285,3175012104650196,2024-09-08,Bank Danamon,KK,150000000,90819399,4688341,36,2,Dalam Perhatian Khusus (DPK)
SLK000286,3671016806860197,2024-04-27,Bank BNI,KKB,100000000,50102561,8756794,12,2,Dalam Perhatian Khusus (DPK)
SLK000287,3275015804900198,2025-05-27,Bank BRI,KI,50000000,17554148,4464116,12,5,Macet
SLK000288,3671016609010199,2024-02-18,Bank BCA,KPR,200000000,112286240,17237520,12,1,Lancar
SLK000289,3173016810910200,2026-05-27,Bank BRI,KK,500000000,427597822,22935372,24,1,Lancar
SLK000290,3175011806720201,2026-08-07,Bank OCBC NISP,KK,100000000,71377246,9070901,12,1,Lancar
SLK000291,3175011806720201,2025-03-04,Bank Panin,KPR,300000000,128649567,26401968,12,3,Kurang Lancar
SLK000292,3175011806720201,2024-10-21,Bank Permata,KI,500000000,407510433,15232750,36,1,Lancar
SLK000293,3671013012840202,2024-03-24,Bank BCA,KKB,300000000,237519867,8673737,36,1,Lancar
SLK000294,3671013012840202,2025-04-07,Bank Mandiri,KMK,500000000,438896845,46748638,12,1,Lancar
SLK000295,3671013012840202,2025-03-03,Bank BRI,KMK,500000000,131197628,15226081,36,1,Lancar
SLK000296,3671016304790204,2025-06-10,Bank BRI,KMK,500000000,286012333,15426081,36,1,Lancar
SLK000297,3172012910720205,2026-04-23,Bank BRI,KPR,500000000,179145958,14360580,36,4,Diragukan
SLK000298,3172012910720205,2024-01-11,Bank OCBC NISP,KKB,200000000,128359023,6344105,36,1,Lancar
SLK000299,3172012910720205,2025-03-19,Bank CIMB Niaga,KPR,300000000,82361125,6375251,48,3,Kurang Lancar
SLK000300,3175011608790207,2025-11-14,Bank BNI,KKB,500000000,449198755,14892039,36,1,Lancar
SLK000301,3175011608790207,2024-06-05,BPR Mitra Usaha,KI,25000000,21514134,712935,36,1,Lancar
SLK000302,3276010307010208,2024-04-29,Bank BNI,KPR,300000000,70894343,6991761,48,2,Dalam Perhatian Khusus (DPK)
SLK000303,3276010307010208,2024-02-14,Bank BCA,KMK,500000000,243756862,22621098,24,1,Lancar
SLK000304,3671010112870209,2024-09-02,Bank CIMB Niaga,KPR,50000000,38150845,2240957,24,1,Lancar
SLK000305,3171011102790210,2026-08-04,BPR Mitra Usaha,KKB,100000000,72868469,1731683,60,2,Dalam Perhatian Khusus (DPK)
SLK000306,3171011102790210,2025-07-08,BPR Mitra Usaha,KPR,75000000,20381076,6746163,12,2,Dalam Perhatian Khusus (DPK)
SLK000307,3674014811960211,2024-01-28,BPR Mitra Usaha,KI,75000000,69153951,7054984,12,1,Lancar
SLK000308,3276014901000212,2026-04-19,BPR Mitra Usaha,KMK,75000000,64960925,6612734,12,1,Lancar
SLK000309,3172012609800215,2026-05-12,Bank Panin,KPR,75000000,51950855,1364499,60,1,Lancar
SLK000310,3275011006770216,2025-06-04,BPR Mitra Usaha,KK,300000000,70758679,28417541,12,5,Macet
SLK000311,3671014103930217,2024-09-19,Bank Danamon,KPR,50000000,18732399,860719,60,1,Lancar
SLK000312,3671014103930217,2025-11-15,BPR Mitra Usaha,KPR,50000000,37481685,1533293,36,1,Lancar
SLK000313,3275016309990218,2026-01-22,BPR Mitra Usaha,KKB,500000000,227902059,15898779,36,2,Dalam Perhatian Khusus (DPK)
SLK000314,3271016606790219,2024-05-24,Bank Danamon,KPR,100000000,90131516,8670281,12,1,Lancar
SLK000315,3275012907700220,2025-04-22,Bank BRI,KMK,300000000,216634457,25897261,12,1,Lancar
SLK000316,3175012603760221,2024-10-22,Bank OCBC NISP,KPR,200000000,66719889,5980803,36,1,Lancar
SLK000317,3275010508030223,2026-03-16,Bank CIMB Niaga,KI,25000000,10836870,580839,48,1,Lancar
SLK000318,3275010508030223,2025-11-26,Bank BCA,KKB,500000000,368257454,46435526,12,1,Lancar
SLK000319,3276010303820224,2026-05-06,Bank Danamon,KKB,25000000,6216380,726865,36,1,Lancar
SLK000320,3171016106830225,2024-08-24,BPR Mitra Usaha,KPR,100000000,63098155,1876323,60,2,Dalam Perhatian Khusus (DPK)
SLK000321,3171016106830225,2025-08-23,Bank Mandiri,KPR,500000000,310278698,8683718,60,3,Kurang Lancar
SLK000322,3171014406770226,2026-04-12,Bank Permata,KPR,150000000,44362496,2839859,60,1,Lancar
SLK000323,3671011907980227,2024-04-13,Bank CIMB Niaga,KPR,300000000,271820776,8573126,36,1,Lancar
SLK000324,3271010312700228,2024-09-21,Bank CIMB Niaga,KKB,100000000,47423162,9138300,12,2,Dalam Perhatian Khusus (DPK)
SLK000325,3174011809670229,2025-12-11,Bank Danamon,KKB,25000000,14946989,434580,60,1,Lancar
SLK000326,3174011809670229,2024-11-12,Bank Panin,KMK,300000000,116765607,6487742,48,1,Lancar
SLK000327,3671011306770230,2026-03-28,Bank CIMB Niaga,KPR,150000000,32699543,4757247,36,1,Lancar
SLK000328,3276010708670231,2024-06-12,Bank Danamon,KI,500000000,196199731,10871882,48,5,Macet
SLK000329,3174010805720232,2025-12-21,Bank Panin,KK,150000000,128374993,4426457,36,1,Lancar
SLK000330,3674011503770233,2025-06-30,Bank Permata,KPR,75000000,61703509,1778112,48,1,Lancar
SLK000331,3674011503770233,2025-01-23,Bank Danamon,KMK,50000000,23252438,874198,60,1,Lancar
SLK000332,3175012201720234,2026-06-25,Bank Panin,KK,100000000,41595241,2328147,48,1,Lancar
SLK000333,3174010103860235,2024-08-22,Bank Mandiri,KPR,75000000,22481476,7133766,12,1,Lancar
SLK000334,3174010103860235,2024-08-31,Bank BCA,KKB,200000000,128899592,3720136,60,2,Dalam Perhatian Khusus (DPK)
SLK000335,3271016001020236,2026-08-08,Bank Panin,KPR,300000000,260432676,25948249,12,5,Macet
SLK000336,3271014709790237,2024-06-07,Bank BCA,KI,500000000,182976249,21636826,24,1,Lancar
SLK000337,3671012908990238,2026-08-19,BPR Mitra Usaha,KMK,300000000,105990849,28610172,12,1,Lancar
SLK000338,3671012908990238,2024-08-17,Bank Permata,KK,150000000,118841185,13699798,12,1,Lancar
SLK000339,3174012105750240,2025-09-24,Bank OCBC NISP,KPR,500000000,408318589,45856096,12,1,Lancar
SLK000340,3173011909940241,2024-09-23,Bank Panin,KI,500000000,258946710,9452598,60,1,Lancar
SLK000341,3174014402740242,2025-09-22,Bank BNI,KKB,300000000,282535218,5125435,60,1,Lancar
SLK000342,3174014402740242,2025-05-11,Bank OCBC NISP,KI,50000000,15373687,4470094,12,1,Lancar
SLK000343,3174014402740242,2026-02-05,Bank OCBC NISP,KMK,25000000,12127191,2193309,12,3,Kurang Lancar
SLK000344,3671016307990243,2025-01-05,Bank CIMB Niaga,KI,500000000,226348072,14423248,36,1,Lancar
SLK000345,3174012511960244,2024-06-16,Bank CIMB Niaga,KMK,50000000,10918627,1187223,48,1,Lancar
SLK000346,3671014104690245,2024-06-17,Bank Danamon,KMK,100000000,45099875,8721074,12,4,Diragukan
SLK000347,3171012909900247,2026-01-03,Bank BNI,KK,100000000,60332808,2373736,48,1,Lancar
SLK000348,3271014301850248,2025-11-24,Bank BNI,KPR,50000000,19948988,897996,60,2,Dalam Perhatian Khusus (DPK)
SLK000349,3276012210830249,2026-02-14,Bank BCA,KI,50000000,24294062,1459590,36,1,Lancar
SLK000350,3271014406820250,2024-10-21,Bank OCBC NISP,KI,200000000,116727270,9426926,24,1,Lancar
SLK000351,3671016902720251,2024-07-03,Bank BNI,KKB,200000000,132257117,18424521,12,3,Kurang Lancar
SLK000352,3671016902720251,2026-07-24,Bank BRI,KMK,25000000,22936472,453463,60,1,Lancar
SLK000353,3171017107910252,2025-03-31,Bank CIMB Niaga,KMK,200000000,147361605,3630525,60,1,Lancar
SLK000354,3171017107910252,2025-09-05,Bank OCBC NISP,KPR,300000000,175243757,7136952,48,1,Lancar
SLK000355,3171017107910252,2024-08-09,Bank OCBC NISP,KMK,75000000,46969532,6980377,12,3,Kurang Lancar
SLK000356,3671011604910255,2025-11-21,Bank Mandiri,KKB,200000000,119578463,3484443,60,1,Lancar
SLK000357,3671014601750256,2024-08-29,Bank BRI,KI,50000000,24248354,4579504,12,1,Lancar
SLK000358,3671014601750256,2025-09-02,BPR Mitra Usaha,KK,300000000,282732335,27270533,12,5,Macet
SLK000359,3671014303730257,2025-11-10,Bank Panin,KKB,150000000,34211097,6940805,24,1,Lancar
SLK000360,3671014303730257,2026-08-18,Bank OCBC NISP,KI,500000000,102869217,15079077,36,1,Lancar
SLK000361,3276011607930258,2024-08-19,Bank Danamon,KI,75000000,29384943,3272887,24,3,Kurang Lancar
SLK000362,3276011607930258,2024-04-09,Bank Mandiri,KK,500000000,426720214,46954894,12,5,Macet
SLK000363,3671016802670259,2024-12-15,Bank Panin,KI,50000000,24646078,2165630,24,1,Lancar
SLK000364,3671011804720260,2025-10-17,Bank OCBC NISP,KPR,150000000,70495671,4626703,36,1,Lancar
SLK000365,3174015607890261,2024-12-30,Bank Panin,KI,50000000,38409393,4588400,12,2,Dalam Perhatian Khusus (DPK)
SLK000366,3174015607890261,2025-03-01,Bank BNI,KI,25000000,18593877,444175,60,5,Macet
SLK000367,3276011007730262,2024-03-30,Bank Panin,KK,100000000,81537453,9410030,12,4,Diragukan
SLK000368,3674012211710263,2024-10-14,Bank Danamon,KMK,25000000,17909603,792728,36,1,Lancar
SLK000369,3171011808930264,2026-01-14,Bank Mandiri,KK,75000000,30061031,2147999,36,1,Lancar
SLK000370,3171011808930264,2025-06-19,Bank Danamon,KK,75000000,64271283,2274681,36,1,Lancar
SLK000371,3276012308810265,2025-07-31,BPR Mitra Usaha,KK,150000000,37854333,12953142,12,1,Lancar
SLK000372,3671011310710266,2025-12-28,Bank BCA,KK,150000000,115137728,2596670,60,1,Lancar
SLK000373,3671011310710266,2024-05-05,Bank BCA,KK,200000000,136823580,4402391,48,1,Lancar
SLK000374,3671011310710266,2025-09-27,Bank CIMB Niaga,KI,500000000,303125184,23632542,24,5,Macet
SLK000375,3276015405860267,2025-07-28,Bank BCA,KKB,75000000,23565226,2355949,36,1,Lancar
SLK000376,3271010506030269,2026-04-17,Bank Panin,KI,25000000,8157764,442783,60,1,Lancar
SLK000377,3671012709690270,2024-10-19,Bank BRI,KMK,75000000,55746490,2232780,36,1,Lancar
SLK000378,3671012709690270,2025-02-25,Bank CIMB Niaga,KI,100000000,69161721,2348549,48,3,Kurang Lancar
SLK000379,3674015506710271,2024-07-24,BPR Mitra Usaha,KPR,150000000,58063267,13130351,12,2,Dalam Perhatian Khusus (DPK)
SLK000380,3674015506710271,2024-12-13,Bank BNI,KPR,25000000,5264120,742367,36,1,Lancar
SLK000381,3674015506710271,2024-07-19,Bank BNI,KPR,100000000,61480483,8912279,12,3,Kurang Lancar
SLK000382,3271017007770272,2025-07-31,Bank OCBC NISP,KMK,50000000,34446722,4741603,12,1,Lancar
SLK000383,3671014706730273,2026-02-26,BPR Mitra Usaha,KKB,300000000,214308412,14285152,24,1,Lancar
SLK000384,3671010102710274,2024-05-10,Bank Mandiri,KPR,25000000,11512508,795413,36,1,Lancar
SLK000385,3671015106800276,2024-02-21,BPR Mitra Usaha,KI,25000000,7961402,788446,36,5,Macet
SLK000386,3671015106800276,2024-07-08,Bank CIMB Niaga,KI,75000000,25479915,1323345,60,1,Lancar
SLK000387,3671012601770277,2024-10-10,Bank BNI,KMK,75000000,18165184,1316065,60,1,Lancar
SLK000388,3671012112960278,2026-06-05,Bank Mandiri,KK,100000000,44511509,2230132,48,1,Lancar
SLK000389,3172015809940279,2025-10-22,Bank BCA,KKB,50000000,18599546,2342057,24,1,Lancar
SLK000390,3172015809940279,2024-08-18,Bank BCA,KKB,150000000,103500741,13103622,12,2,Dalam Perhatian Khusus (DPK)
SLK000391,3271015406730280,2024-07-16,Bank BNI,KI,300000000,189458264,7176825,48,1,Lancar
SLK000392,3271015406730280,2024-10-27,Bank BNI,KMK,100000000,84211217,2134498,48,2,Dalam Perhatian Khusus (DPK)
SLK000393,3271011110830281,2025-11-04,Bank Panin,KKB,100000000,71282361,2877806,36,1,Lancar
SLK000394,3271011110830281,2026-02-22,Bank BRI,KPR,25000000,17106599,711425,36,1,Lancar
SLK000395,3271011110830281,2024-09-17,Bank OCBC NISP,KK,75000000,50321483,1776736,48,2,Dalam Perhatian Khusus (DPK)
SLK000396,3271014412020282,2024-09-01,BPR Mitra Usaha,KMK,75000000,50535159,2283096,36,3,Kurang Lancar
SLK000397,3671012112740283,2026-08-02,Bank OCBC NISP,KMK,500000000,465774429,43456048,12,1,Lancar
SLK000398,3275015606930284,2026-07-06,Bank BRI,KMK,75000000,53772229,6856968,12,1,Lancar
SLK000399,3171011605800285,2026-07-21,Bank BRI,KPR,75000000,39077688,1601766,48,1,Lancar
SLK000400,3674015803650287,2025-05-22,BPR Mitra Usaha,KK,25000000,20085475,458445,60,1,Lancar
SLK000401,3671012502750288,2025-08-25,Bank Permata,KK,500000000,117147480,47662485,12,1,Lancar
SLK000402,3671015506840289,2024-03-20,Bank Mandiri,KI,75000000,61272652,3579334,24,1,Lancar
SLK000403,3174011506910290,2024-11-06,Bank BCA,KK,100000000,73587211,2169625,48,1,Lancar
SLK000404,3671010203670291,2025-05-30,Bank BRI,KKB,100000000,75083545,4714315,24,1,Lancar
SLK000405,3671010203670291,2026-02-22,Bank BRI,KPR,25000000,8756755,542752,48,2,Dalam Perhatian Khusus (DPK)
SLK000406,3671010507780292,2024-10-24,BPR Mitra Usaha,KPR,50000000,22702918,860496,60,1,Lancar
SLK000407,3276014810660294,2024-06-29,Bank Mandiri,KKB,25000000,11087138,775936,36,1,Lancar
SLK000408,3276014810660294,2025-01-28,BPR Mitra Usaha,KK,300000000,237029259,6909970,48,1,Lancar
SLK000409,3276014810660294,2025-10-05,Bank BCA,KPR,50000000,39332276,856901,60,3,Kurang Lancar
SLK000410,3671011009710295,2024-05-26,Bank Panin,KI,50000000,37549543,4754956,12,1,Lancar
SLK000411,3671011009710295,2024-03-28,Bank BCA,KK,200000000,65745252,3630548,60,1,Lancar
SLK000412,3174016406010296,2025-04-19,Bank OCBC NISP,KK,500000000,440364734,15625754,36,1,Lancar
SLK000413,3174016406010296,2025-08-13,Bank Danamon,KMK,50000000,33737073,4780417,12,2,Dalam Perhatian Khusus (DPK)
SLK000414,3671012909790297,2025-03-12,Bank Permata,KPR,200000000,88054295,9297327,24,2,Dalam Perhatian Khusus (DPK)
SLK000415,3671012909790297,2026-05-24,Bank Mandiri,KMK,100000000,39396407,8605388,12,1,Lancar
SLK000416,3674015312950298,2026-06-19,Bank Panin,KMK,25000000,17302569,771664,36,1,Lancar
SLK000417,3674015312950298,2024-02-23,Bank Danamon,KPR,300000000,136427648,7092127,48,1,Lancar
SLK000418,3175016005940300,2024-10-30,Bank Mandiri,KI,50000000,25569911,1177060,48,1,Lancar
SLK000419,3175016005940300,2025-04-22,Bank OCBC NISP,KKB,500000000,172643478,8848815,60,1,Lancar
SLK000420,3173014507800301,2024-03-01,Bank BCA,KI,300000000,193762132,7022305,48,1,Lancar
SLK000421,3173016105790302,2024-08-15,Bank BCA,KKB,500000000,439745464,14178381,36,1,Lancar
SLK000422,3173014412840303,2024-05-20,Bank Danamon,KKB,50000000,21039620,2327166,24,3,Kurang Lancar
SLK000423,3173014412840303,2025-01-11,Bank BCA,KMK,25000000,16271797,554587,48,1,Lancar
SLK000424,3173014412840303,2024-02-04,Bank Mandiri,KI,150000000,71591556,4646376,36,2,Dalam Perhatian Khusus (DPK)
SLK000425,3172011908890304,2025-01-30,Bank Permata,KK,200000000,187825343,9312325,24,1,Lancar
SLK000426,3172011908890304,2024-12-23,Bank OCBC NISP,KPR,50000000,14641024,2305284,24,1,Lancar
SLK000427,3173016311790305,2024-09-01,BPR Mitra Usaha,KKB,100000000,58644152,2373096,48,1,Lancar
SLK000428,3173016311790305,2025-10-20,Bank BNI,KK,50000000,23099763,1097774,48,2,Dalam Perhatian Khusus (DPK)
SLK000429,3173016311790305,2024-10-03,Bank OCBC NISP,KMK,300000000,228722202,8922813,36,1,Lancar
SLK000430,3671012707890306,2026-02-01,Bank Panin,KPR,200000000,66924194,18274201,12,2,Dalam Perhatian Khusus (DPK)
SLK000431,3171010206700307,2026-04-01,Bank Danamon,KK,200000000,70910537,3487507,60,1,Lancar
SLK000432,3671015805870308,2024-03-17,Bank Permata,KI,150000000,56754822,6474216,24,1,Lancar
SLK000433,3671012610020310,2026-05-31,Bank Mandiri,KI,100000000,35415385,2191413,48,1,Lancar
SLK000434,3171014908870311,2024-04-19,Bank BRI,KK,200000000,77706101,3605915,60,1,Lancar
SLK000435,3171014908870311,2026-04-04,Bank BCA,KK,100000000,56185658,2201249,48,3,Kurang Lancar
SLK000436,3172015110690312,2024-06-11,Bank BNI,KKB,500000000,318226455,10638383,48,1,Lancar
SLK000437,3671016502740313,2024-07-17,Bank OCBC NISP,KI,300000000,261585261,5229507,60,1,Lancar
SLK000438,3275011202820314,2024-12-04,Bank BCA,KMK,500000000,192326788,23167910,24,2,Dalam Perhatian Khusus (DPK)
SLK000439,3275011202820314,2024-05-22,BPR Mitra Usaha,KK,25000000,14483436,2383990,12,2,Dalam Perhatian Khusus (DPK)
SLK000440,3275011202820314,2026-08-14,Bank Mandiri,KI,500000000,229368567,43827608,12,1,Lancar
SLK000441,3671015511980315,2026-02-11,Bank BCA,KMK,25000000,9620642,2287154,12,1,Lancar
SLK000442,3173012810660316,2024-06-06,Bank Permata,KI,25000000,19682515,1171636,24,1,Lancar
SLK000443,3173012810660316,2024-08-26,Bank OCBC NISP,KMK,500000000,300217111,23133876,24,1,Lancar
SLK000444,3174016411710317,2025-01-06,Bank Mandiri,KKB,300000000,129803291,6781175,48,3,Kurang Lancar
SLK000445,3174016411710317,2026-03-12,Bank OCBC NISP,KPR,150000000,40483738,2572245,60,1,Lancar
SLK000446,3276010104730318,2025-07-24,Bank BRI,KPR,75000000,37984029,6503424,12,1,Lancar
SLK000447,3271010303780319,2024-06-12,Bank BRI,KK,300000000,95137115,27693088,12,2,Dalam Perhatian Khusus (DPK)
SLK000448,3271010303780319,2024-06-12,Bank Danamon,KPR,100000000,29244028,2848940,36,2,Dalam Perhatian Khusus (DPK)
SLK000449,3671015610660320,2026-05-19,Bank Permata,KPR,200000000,89935126,6298439,36,1,Lancar
SLK000450,3276015605790321,2026-04-16,Bank CIMB Niaga,KKB,500000000,189087191,11167107,48,1,Lancar
SLK000451,3275012303740322,2025-01-20,Bank BNI,KMK,200000000,162343265,4706788,48,1,Lancar
SLK000452,3275012303740322,2025-03-18,BPR Mitra Usaha,KMK,75000000,38871193,3563882,24,1,Lancar
SLK000453,3171011708000323,2024-10-31,Bank Danamon,KPR,100000000,52382565,4455694,24,2,Dalam Perhatian Khusus (DPK)
SLK000454,3171011708000323,2026-07-09,BPR Mitra Usaha,KMK,200000000,116556310,4365007,48,1,Lancar
SLK000455,3173015603950324,2024-07-30,Bank Permata,KPR,50000000,24817183,4302570,12,1,Lancar
SLK000456,3173015603950324,2024-08-18,Bank Danamon,KPR,75000000,52862623,3547614,24,1,Lancar
SLK000457,3175011904000325,2024-06-11,Bank BNI,KKB,100000000,54552424,1751788,60,1,Lancar
SLK000458,3175011904000325,2024-06-12,Bank CIMB Niaga,KKB,100000000,89337076,8732804,12,1,Lancar
SLK000459,3171014107980326,2025-03-10,Bank OCBC NISP,KKB,500000000,180377454,15291304,36,1,Lancar
SLK000460,3171014107980326,2026-02-02,Bank BRI,KI,200000000,178690148,17241691,12,1,Lancar
SLK000461,3171014107980326,2025-02-23,Bank OCBC NISP,KKB,150000000,66066071,3408983,48,1,Lancar
SLK000462,3174011611660327,2024-03-16,Bank OCBC NISP,KPR,100000000,61488252,3165969,36,3,Kurang Lancar
SLK000463,3174011611660327,2025-10-21,Bank OCBC NISP,KK,100000000,67338065,2891456,36,1,Lancar
