laporan_id,NIK,year,revenue,net_profit,total_asset,total_liability,operating_cashflow
FIN000392,3175012104650196,2025,21891878,2449534,42971939,13606310,2849339
FIN000393,3671016806860197,2024,28612813,2799718,54333096,24677104,3450043
FIN000394,3671016806860197,2025,29832199,3049527,56224939,25728745,4162892
FIN000395,3275015804900198,2024,30331008,4042675,41511820,16025334,5196114
FIN000396,3275015804900198,2025,27766226,4088430,52280154,18972562,4383595
FIN000397,3671016609010199,2024,19147372,2093024,25647502,16459078,2162608
FIN000398,3671016609010199,2025,22911870,2708502,30826142,11951372,2563266
FIN000399,3173016810910200,2024,23242979,251825,30851127,10946624,203617
FIN000400,3173016810910200,2025,20710952,232138,35560731,11785648,309326
FIN000401,3175011806720201,2024,17242524,2208332,23584937,13653809,2303881
FIN000402,3175011806720201,2025,16836082,1828895,29738604,19507676,1863012
FIN000403,3671013012840202,2024,109910914,18166030,140487489,68134912,22602503
FIN000404,3671013012840202,2025,160245179,21915036,244411287,105629925,28568597
FIN000405,3174011704020203,2024,12930287,2059572,16305220,6613237,2668099
FIN000406,3174011704020203,2025,16376432,2126501,23524828,12286324,2685031
FIN000407,3671016304790204,2024,11366434,2518055,12927945,5783677,2785052
FIN000408,3671016304790204,2025,10195812,1814593,16342222,5066557,1934442
FIN000409,3172012910720205,2024,47782788,8696737,89497949,35927949,10280026
FIN000410,3172012910720205,2025,49999606,7942230,71489594,23259494,8457719
FIN000411,3674012404660206,2024,21929768,3219868,29858585,15681692,3916220
FIN000412,3674012404660206,2025,26444075,3097541,37820150,14036132,4310371
FIN000413,3175011608790207,2024,7070101,706397,9336530,6401395,582818
FIN000414,3175011608790207,2025,7639405,684205,13663415,3767313,949410
FIN000415,3276010307010208,2024,24918494,2560130,41631471,27380445,2836541
FIN000416,3276010307010208,2025,30718509,2919928,39806901,10838149,3723087
FIN000417,3671010112870209,2024,16743008,3073233,31048335,9430686,3913729
FIN000418,3671010112870209,2025,15489822,3365137,19731905,11932039,4133209
FIN000419,3171011102790210,2024,11143581,1678949,21404990,12736436,1364299
FIN000420,3171011102790210,2025,12544591,2324804,24508025,9255506,1873817
FIN000421,3674014811960211,2024,32841233,4281690,40106400,18314054,3653491
FIN000422,3674014811960211,2025,37487331,4649378,56152425,18662203,6099279
FIN000423,3276014901000212,2024,10935054,777557,13786534,3578388,625701
FIN000424,3276014901000212,2025,15544569,957438,28514339,16720321,1266770
FIN000425,3173014507890213,2024,19481069,2577729,31743819,7380475,2717470
FIN000426,3173014507890213,2025,19704628,2864667,25646620,9129828,2292635
FIN000427,3275015710990214,2024,5903087,654460,6888309,4660306,716539
FIN000428,3275015710990214,2025,5956538,588602,10777243,5902586,554602
FIN000429,3172012609800215,2024,23184806,2468176,29234230,6240776,2897507
FIN000430,3172012609800215,2025,21341632,2470405,32344381,9602584,2327070
FIN000431,3275011006770216,2024,29668614,2811041,57551849,15814177,3262132
FIN000432,3275011006770216,2025,30988084,3086870,51742146,32394279,3000211
FIN000433,3671014103930217,2024,29950398,2783284,50577809,33101470,2707072
FIN000434,3671014103930217,2025,16789777,1662842,27802874,16351993,2197238
FIN000435,3275016309990218,2024,20297605,1269364,32279905,9536330,1126689
FIN000436,3275016309990218,2025,26132270,1961092,41615100,8418517,2502475
FIN000437,3271016606790219,2024,10250658,95580,20321945,9590790,127921
FIN000438,3271016606790219,2025,13942180,142991,23996790,5153819,158305
FIN000439,3275012907700220,2024,7180199,970936,8442801,5095327,1346368
FIN000440,3275012907700220,2025,7140835,951427,8350279,4119833,1184068
FIN000441,3175012603760221,2024,14929709,2049031,25195165,11347469,2714458
FIN000442,3175012603760221,2025,17768609,2212802,22585680,15164398,2265852
FIN000443,3671015801650222,2024,22387852,2669677,35729548,17053616,2727998
FIN000444,3671015801650222,2025,19652931,2503717,28236469,16873346,2540373
FIN000445,3275010508030223,2024,22235102,2084347,30737325,10907758,1795516
FIN000446,3275010508030223,2025,26880830,2913992,44195327,24944264,2420386
FIN000447,3276010303820224,2024,23698654,1151528,45294119,14946422,1257928
FIN000448,3276010303820224,2025,22476995,955122,35379618,12137239,1029386
FIN000449,3171016106830225,2024,25873743,3875587,47940764,11547956,4223010
FIN000450,3171016106830225,2025,25056160,4069131,34998889,14778739,3463012
FIN000451,3171014406770226,2024,5398803,668154,7757112,2862993,769247
FIN000452,3171014406770226,2025,5722028,695215,8382243,2843024,768144
FIN000453,3671011907980227,2024,14699535,1826452,18320692,4581700,2327678
FIN000454,3671011907980227,2025,15611472,2397511,22905638,13988482,3319055
FIN000455,3271010312700228,2024,34864665,4107306,63819557,22609474,4118200
FIN000456,3271010312700228,2025,36103684,4276191,62937393,26142852,3945040
FIN000457,3174011809670229,2024,87982405,8254172,163672289,107135790,9781615
FIN000458,3174011809670229,2025,97881958,8910284,173743937,60110224,8301995
FIN000459,3671011306770230,2024,16536569,2735040,26769985,17356515,2231483
FIN000460,3671011306770230,2025,20680828,2841971,37722019,15535025,2681779
FIN000461,3276010708670231,2024,27300404,587363,48982328,31019625,697388
FIN000462,3276010708670231,2025,33272566,597997,53061142,20757112,488099
FIN000463,3174010805720232,2024,4796228,338200,7232652,3283751,339555
FIN000464,3174010805720232,2025,4824880,378730,7693479,2002164,430755
FIN000465,3674011503770233,2024,29739601,4990509,46171300,30462797,5848897
FIN000466,3674011503770233,2025,35573896,5553070,61956907,42126886,7501682
FIN000467,3175012201720234,2024,11916559,289681,15022512,9255362,348732
FIN000468,3175012201720234,2025,8535098,221810,12821149,5054879,282115
FIN000469,3174010103860235,2024,82531998,7826570,94783901,51623815,7551766
FIN000470,3174010103860235,2025,102233498,12425529,168168887,87881867,11407800
FIN000471,3271016001020236,2024,11271507,708534,12964156,5886839,651303
FIN000472,3271016001020236,2025,12791566,773372,21921596,5449780,904693
FIN000473,3271014709790237,2024,20023215,1648470,32186003,12467222,1530751
FIN000474,3271014709790237,2025,23848701,1943157,39692009,9082864,1623834
FIN000475,3671012908990238,2024,14904181,1636110,24761551,10145197,2083130
FIN000476,3671012908990238,2025,17108796,1987021,24714720,7011458,1890639
FIN000477,3175016401650239,2024,15777020,2313935,18611980,8961833,2370604
FIN000478,3175016401650239,2025,18674995,3354361,29915839,6447186,4059471
FIN000479,3174012105750240,2024,32211907,2056604,57792287,21551165,1755386
FIN000480,3174012105750240,2025,31968598,2060100,60202918,41067786,2040933
FIN000481,3173011909940241,2024,12103562,471674,16803560,11655679,558324
FIN000482,3173011909940241,2025,13067498,531042,20416361,10249918,702915
FIN000483,3174014402740242,2024,19711762,1057130,31819949,14601075,864691
FIN000484,3174014402740242,2025,23260994,1350371,40434412,13060308,1166884
FIN000485,3671016307990243,2024,27896800,4319037,39853037,18492808,4647327
FIN000486,3671016307990243,2025,24482137,4109777,33806882,9578691,5268691
FIN000487,3174012511960244,2024,18682689,1472640,32931894,12604899,1204664
FIN000488,3174012511960244,2025,20501042,1609593,26215477,15557778,2059495
FIN000489,3671014104690245,2024,18349456,2892021,24693276,8996169,2922878
FIN000490,3671014104690245,2025,19622967,3001410,31793464,21841734,3530551
FIN000491,3671015402910246,2024,11806325,1649162,19660492,9045602,1702665
FIN000492,3671015402910246,2025,11996537,1288508,14635923,3012769,1802901
FIN000493,3171012909900247,2024,28872301,2630196,33637447,22139734,2104653
FIN000494,3171012909900247,2025,35842012,3947872,59702777,26902828,5467686
FIN000495,3271014301850248,2024,56686785,4695148,112069128,74754133,4118315
FIN000496,3271014301850248,2025,70196821,5205696,130967620,41167085,5346894
FIN000497,3276012210830249,2024,36165113,6894795,63788093,44386204,6990993
FIN000498,3276012210830249,2025,55073631,8481780,77872782,51068033,7209796
FIN000499,3271014406820250,2024,33957501,7768913,65732076,38954293,6674368
FIN000500,3271014406820250,2025,31419901,5471417,38424373,13867817,5169718
FIN000501,3671016902720251,2024,10954776,1548690,21480937,5588743,1337276
FIN000502,3671016902720251,2025,11482245,1482719,22777575,9298920,2008289
FIN000503,3171017107910252,2024,26161207,2229333,46068825,31659921,3031480
FIN000504,3171017107910252,2025,31686930,3148026,36287413,18284681,4096428
FIN000505,3671011611720253,2024,49145323,5047596,73393621,22687849,4894777
FIN000506,3671011611720253,2025,48549074,4950805,85098454,25853513,6798031
FIN000507,3171011404800254,2024,16936729,300428,27189711,15991325,388843
FIN000508,3171011404800254,2025,18324047,277616,31750224,12685127,358445
FIN000509,3671011604910255,2024,27638852,3138146,35274837,18531486,2604282
FIN000510,3671011604910255,2025,32161401,3947036,57452756,38522747,4148555
FIN000511,3671014601750256,2024,11858932,1167512,23033422,14776706,1350161
FIN000512,3671014601750256,2025,13088140,1370862,25633233,16028353,1638580
FIN000513,3671014303730257,2024,7659051,1023690,11692480,6846840,1233981
FIN000514,3671014303730257,2025,12626905,1894527,17568493,8865225,2211456
FIN000515,3276011607930258,2024,28325972,3143474,52845708,13976584,3942129
FIN000516,3276011607930258,2025,34734604,3798006,47845169,12831167,3903547
FIN000517,3671016802670259,2024,10146895,541208,17082440,6068557,549873
FIN000518,3671016802670259,2025,10996197,608442,21478955,8788875,734695
FIN000519,3671011804720260,2024,37775836,2897552,47906541,29268621,3132464
FIN000520,3671011804720260,2025,43030271,3088396,57957074,20289254,2626692
FIN000521,3174015607890261,2024,17793681,1742538,29697424,17488547,2360726
FIN000522,3174015607890261,2025,22217800,2329068,32851141,13500939,2665912
FIN000523,3276011007730262,2024,17803787,2476312,20529400,9245706,2014529
FIN000524,3276011007730262,2025,27571074,3463847,39941799,18998482,3155186
FIN000525,3674012211710263,2024,12233269,1705280,24040724,13609462,1702769
FIN000526,3674012211710263,2025,10218023,1441804,16239811,7959852,1860844
FIN000527,3171011808930264,2024,27031749,2843396,52410662,12745805,3969802
FIN000528,3171011808930264,2025,39826416,4708249,60653893,21555851,4911104
FIN000529,3276012308810265,2024,14949691,1212840,21654633,11355526,1694859
FIN000530,3276012308810265,2025,17835776,1653691,33751351,17647032,1591455
FIN000531,3671011310710266,2024,15977231,1102791,23844870,15469777,1374414
FIN000532,3671011310710266,2025,13418080,1191276,17112553,7705304,1519863
FIN000533,3276015405860267,2024,5556922,598200,7454952,4832500,578506
FIN000534,3276015405860267,2025,5582329,500937,8253618,3779380,526452
FIN000535,3174012912830268,2024,42852621,5257086,66865854,27783761,4382529
FIN000536,3174012912830268,2025,50806770,7101994,64194351,42822181,7376607
FIN000537,3271010506030269,2024,39550593,4315935,61647655,30189967,3890749
FIN000538,3271010506030269,2025,47806313,5800229,72159672,33265596,7789593
FIN000539,3671012709690270,2024,8988100,134579,14927390,5728515,172372
FIN000540,3671012709690270,2025,5042729,71292,6906480,3414391,68150
FIN000541,3674015506710271,2024,24848618,258343,39265739,8360251,355062
FIN000542,3674015506710271,2025,25144215,256741,47448205,26918082,257896
FIN000543,3271017007770272,2024,17024545,1965143,31604884,10612166,2362908
FIN000544,3271017007770272,2025,19457633,2029037,36564609,20648632,1808969
FIN000545,3671014706730273,2024,19078782,1101701,37035985,18479854,1089978
FIN000546,3671014706730273,2025,20375591,1152790,37147224,9029642,1251692
FIN000547,3671010102710274,2024,35196527,5101439,69673652,27429097,7033534
FIN000548,3671010102710274,2025,39173575,4479408,48736139,16486056,4840151
FIN000549,3271015012010275,2024,14471712,1619540,23669182,14321738,1427507
FIN000550,3271015012010275,2025,13201678,1304662,14989065,5770633,1524757
FIN000551,3671015106800276,2024,11405018,1142040,15676890,9181948,927731
FIN000552,3671015106800276,2025,11235613,1340296,14216776,9555921,1418206
FIN000553,3671012601770277,2024,36889976,7024515,54535150,32517870,5832973
FIN000554,3671012601770277,2025,41007284,7804767,68591944,33152717,7733669
FIN000555,3671012112960278,2024,37030603,2538972,47993897,10639447,2851924
FIN000556,3671012112960278,2025,43782311,2688198,84783458,23342236,2202213
FIN000557,3172015809940279,2024,12608715,888860,25158517,6919369,756419
FIN000558,3172015809940279,2025,12736892,915507,18654214,10823400,1257235
FIN000559,3271015406730280,2024,34573699,6177137,61846379,16684087,6652269
FIN000560,3271015406730280,2025,44155900,6882697,60684747,17121455,8445375
FIN000561,3271011110830281,2024,31998966,3456620,47057125,26635897,4598324
FIN000562,3271011110830281,2025,26676973,3037783,43996357,27814713,2691274
FIN000563,3271014412020282,2024,5836397,321502,11601219,5592321,358264
FIN000564,3271014412020282,2025,6035110,360976,11392108,3665683,399448
FIN000565,3671012112740283,2024,33527098,1872736,63753197,20231106,1808617
FIN000566,3671012112740283,2025,32734737,1542667,49317339,30306570,1367763
FIN000567,3275015606930284,2024,17675403,2848701,24826776,11585116,3853861
FIN000568,3275015606930284,2025,16298082,3001874,26832723,6825453,2545231
FIN000569,3171011605800285,2024,8633229,90066,12271136,6844315,120947
FIN000570,3171011605800285,2025,13513288,135088,19521711,8998502,156990
FIN000571,3174011204850286,2024,9239821,1311922,15408885,10685123,1721953
FIN000572,3174011204850286,2025,9742200,1722177,12263985,7043324,1461931
FIN000573,3674015803650287,2024,4905022,319463,8360949,2963561,300715
FIN000574,3674015803650287,2025,5386232,319805,7246946,2126273,380121
FIN000575,3671012502750288,2024,36847857,5573137,62540638,41962163,7145096
FIN000576,3671012502750288,2025,34445865,5031927,64068160,26962892,4418414
FIN000577,3671015506840289,2024,37940445,3159788,45235326,20774373,3907607
FIN000578,3671015506840289,2025,38196644,3353027,65209657,31653107,4575035
FIN000579,3174011506910290,2024,75142753,3131196,100346984,37995999,3058305
FIN000580,3174011506910290,2025,90494632,3903125,144994923,91748442,4952221
FIN000581,3671010203670291,2024,25398609,2741950,32719071,19456711,2940074
FIN000582,3671010203670291,2025,27476573,3077904,40320049,12335982,4110665
FIN000583,3671010507780292,2024,34906112,4790962,49669587,13131147,4706774
FIN000584,3671010507780292,2025,37312164,6213779,50847219,24005021,5414215
FIN000585,3671014609770293,2024,16202362,180105,23546850,11276293,249623
FIN000586,3671014609770293,2025,17790319,185519,27582553,6869775,239798
FIN000587,3276014810660294,2024,29101205,3349469,46092896,10257108,4123149
FIN000588,3276014810660294,2025,27919193,3194767,43016205,13800532,3493516
FIN000589,3671011009710295,2024,24860419,2657136,48948366,29340167,2296980
FIN000590,3671011009710295,2025,21579409,2126159,37371772,10461446,2913436
FIN000591,3174016406010296,2024,7461852,628615,13577453,4663911,648527
FIN000592,3174016406010296,2025,8331874,634181,11734382,8060663,865841
FIN000593,3671012909790297,2024,24564865,3354462,36366343,13179801,4427191
FIN000594,3671012909790297,2025,28603643,3887854,50103003,27705714,3427698
FIN000595,3674015312950298,2024,9290521,940932,17425754,10723988,968222
FIN000596,3674015312950298,2025,12971474,1361843,18365054,3992770,1651366
FIN000597,3671015702730299,2024,28017753,3165765,33071126,20114629,4228955
FIN000598,3671015702730299,2025,29454501,3516291,41756478,16499569,4559129
FIN000599,3175016005940300,2024,27228281,3640495,30190715,16761677,4582581
FIN000600,3175016005940300,2025,26815363,3771640,44596050,12945968,4813548
FIN000601,3173014507800301,2024,23145109,1479775,25811745,5293583,1447550
FIN000602,3173014507800301,2025,29548617,2315429,49026910,19270200,1867413
FIN000603,3173016105790302,2024,14068510,1983901,24593529,5548777,2609655
FIN000604,3173016105790302,2025,15691295,1945985,23653930,13693872,2461438
FIN000605,3173014412840303,2024,29073665,5781826,50049923,12546452,6864764
FIN000606,3173014412840303,2025,36811437,5955234,40964785,12579604,5315898
