dukcapil_id,NIK,nama,tempat_lahir,tanggal_lahir,jenis_kelamin,golongan_darah,alamat,rt_rw,kelurahan_desa,kecamatan,kota_kabupaten,provinsi,agama,status_perkawinan,pekerjaan,kewarganegaraan,berlaku_hingga
DKC000105,3175017010900105,Siti Suryadi,Jakarta Timur,1990-10-30,Perempuan,O,Jl. Siregar No. 104,012/007,Duren Sawit,Tebet,Jakarta Timur,DKI Jakarta,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000106,3271015412680106,Sri Simanjuntak,Bogor,1968-12-14,Perempuan,O,Jl. Saputra No. 63,007/010,Cipete,Sukmajaya,Bogor,Jawa Barat,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000107,3175015412990107,Desi Gunawan,Jakarta Timur,1999-12-14,Perempuan,B,Jl. Kurniawan No. 131,011/002,Kebon Baru,Cengkareng,Jakarta Timur,DKI Jakarta,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000108,3276011310720108,Rizky Setiawan,Depok,1972-10-13,Laki-Laki,B,Jl. Situmorang No. 20,003/008,Bintaro,Sukmajaya,Depok,Jawa Barat,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000109,3276016309840109,Anggi Tanjung,Depok,1984-09-23,Perempuan,A,Jl. Handoko No. 114,011/005,Duren Sawit,Sukmajaya,Depok,Jawa Barat,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000110,3275012207670110,Bambang Suryadi,Bekasi,1967-07-22,Laki-Laki,AB,Jl. Susanto No. 20,011/002,Cipete,Bekasi Timur,Bekasi,Jawa Barat,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000111,3671014406790111,Suryani Siregar,Tangerang,1979-06-04,Perempuan,O,Jl. Kusuma No. 39,001/008,Sukajadi,Cengkareng,Tangerang,Banten,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000112,3671011709840112,Agus Nugroho,Tangerang,1984-09-17,Laki-Laki,B,Jl. Halim No. 96,005/007,Cipete,Cengkareng,Tangerang,Banten,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000113,3172014706950113,Rina Gunawan,Jakarta Utara,1995-06-07,Perempuan,O,Jl. Susanto No. 65,012/010,Cempaka Putih,Cengkareng,Jakarta Utara,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000114,3671015410700114,Lestari Tanjung,Tangerang,1970-10-14,Perempuan,A,Jl. Susanto No. 144,007/006,Cempaka Putih,Serpong,Tangerang,Banten,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000115,3175014911780115,Ayu Halim,Jakarta Timur,1978-11-09,Perempuan,B,Jl. Hidayat No. 88,008/004,Kebon Baru,Kramat Jati,Jakarta Timur,DKI Jakarta,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000116,3671015109940116,Anggi Saputra,Tangerang,1994-09-11,Perempuan,AB,Jl. Situmorang No. 34,010/007,Cempaka Putih,Kramat Jati,Tangerang,Banten,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000117,3276014412840117,Dewi Permana,Depok,1984-12-04,Perempuan,AB,Jl. Situmorang No. 115,004/009,Kebon Baru,Cengkareng,Depok,Jawa Barat,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000118,3674014807990118,Yanti Siregar,Tangerang Selatan,1999-07-08,Perempuan,AB,Jl. Situmorang No. 98,009/009,Cipete,Kramat Jati,Tangerang Selatan,Jawa Barat,KRISTEN,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000119,3271015611890119,Dewi Tanjung,Bogor,1989-11-16,Perempuan,A,Jl. Hutapea No. 133,002/005,Sukajadi,Kramat Jati,Bogor,Jawa Barat,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000120,3171012008010120,Fauzi Permana,Jakarta Pusat,2001-08-20,Laki-Laki,O,Jl. Halim No. 7,007/001,Cipete,Sukmajaya,Jakarta Pusat,DKI Jakarta,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000121,3174015904790121,Rina Halim,Jakarta Selatan,1979-04-19,Perempuan,A,Jl. Hutapea No. 86,003/003,Sukamaju,Cengkareng,Jakarta Selatan,DKI Jakarta,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000122,3174014811650122,Novi Simanjuntak,Jakarta Selatan,1965-11-08,Perempuan,AB,Jl. Hidayat No. 39,009/010,Cipete,Tebet,Jakarta Selatan,DKI Jakarta,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000123,3173017008930123,Ani Wijaya,Jakarta Barat,1993-08-30,Perempuan,O,Jl. Kurniawan No. 29,008/010,Sukamaju,Serpong,Jakarta Barat,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000124,3172012910800124,Bambang Permana,Jakarta Utara,1980-10-29,Laki-Laki,B,Jl. Siregar No. 107,003/002,Rawa Bunga,Tebet,Jakarta Utara,DKI Jakarta,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000125,3173017009810125,Anggi Handoko,Jakarta Barat,1981-09-30,Perempuan,AB,Jl. Panjaitan No. 5,006/002,Rawa Bunga,Kramat Jati,Jakarta Barat,DKI Jakarta,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000126,3271016906010126,Wulan Wijaya,Bogor,2001-06-29,Perempuan,B,Jl. Situmorang No. 119,012/008,Cempaka Putih,Kramat Jati,Bogor,Jawa Barat,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000127,3171011811660127,Bambang Hidayat,Jakarta Pusat,1966-11-18,Laki-Laki,AB,Jl. Susanto No. 132,007/009,Bintaro,Cengkareng,Jakarta Pusat,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000128,3175014404770128,Maya Situmorang,Jakarta Timur,1977-04-04,Perempuan,A,Jl. Halim No. 112,007/008,Cipete,Cengkareng,Jakarta Timur,DKI Jakarta,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000129,3275015308970129,Maya Kusuma,Bekasi,1997-08-13,Perempuan,O,Jl. Kurniawan No. 111,010/003,Duren Sawit,Cengkareng,Bekasi,Jawa Barat,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000130,3674015301920130,Yanti Susanto,Tangerang Selatan,1992-01-13,Perempuan,O,Jl. Pratama No. 114,006/008,Sukamaju,Serpong,Tangerang Selatan,Jawa Barat,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000131,3173015904810131,Sari Wijaya,Jakarta Barat,1981-04-19,Perempuan,B,Jl. Santoso No. 37,010/008,Sukamaju,Kramat Jati,Jakarta Barat,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000132,3671016202920132,Maya Wibowo,Tangerang,1992-02-22,Perempuan,B,Jl. Lubis No. 116,006/006,Bintaro,Tebet,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000133,3671015303760133,Putri Gunawan,Tangerang,1976-03-13,Perempuan,A,Jl. Santoso No. 48,008/009,Cipete,Sukmajaya,Tangerang,Banten,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000134,3172016310770134,Lina Suryadi,Jakarta Utara,1977-10-23,Perempuan,O,Jl. Hidayat No. 32,003/002,Bintaro,Kramat Jati,Jakarta Utara,DKI Jakarta,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000135,3271013010960135,Yudi Lubis,Bogor,1996-10-30,Laki-Laki,A,Jl. Rahman No. 139,005/005,Cempaka Putih,Serpong,Bogor,Jawa Barat,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000136,3171015307000136,Ayu Nugroho,Jakarta Pusat,2000-07-13,Perempuan,B,Jl. Nugroho No. 127,001/006,Rawa Bunga,Bekasi Timur,Jakarta Pusat,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000137,3674013107880137,Andi Susanto,Tangerang Selatan,1988-07-31,Laki-Laki,O,Jl. Situmorang No. 105,010/002,Cempaka Putih,Cengkareng,Tangerang Selatan,Jawa Barat,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000138,3671014410700138,Novi Lubis,Tangerang,1970-10-04,Perempuan,B,Jl. Situmorang No. 34,007/009,Sukamaju,Tebet,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000139,3276015007800139,Sri Pratama,Depok,1980-07-10,Perempuan,AB,Jl. Kurniawan No. 65,004/009,Duren Sawit,Kramat Jati,Depok,Jawa Barat,KONGHUCU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000140,3172011801910140,Dimas Tanjung,Jakarta Utara,1991-01-18,Laki-Laki,B,Jl. Pratama No. 87,010/001,Sukamaju,Tebet,Jakarta Utara,DKI Jakarta,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000141,3275010505870141,Doni Siregar,Bekasi,1987-05-05,Laki-Laki,AB,Jl. Tanjung No. 78,008/004,Cipete,Cengkareng,Bekasi,Jawa Barat,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000142,3674010111850142,Hendra Suryadi,Tangerang Selatan,1985-11-01,Laki-Laki,B,Jl. Gunawan No. 37,006/006,Rawa Bunga,Bekasi Timur,Tangerang Selatan,Jawa Barat,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000143,3275013112760143,Eko Nugroho,Bekasi,1976-12-31,Laki-Laki,O,Jl. Nugroho No. 37,002/001,Duren Sawit,Bekasi Timur,Bekasi,Jawa Barat,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000144,3271010807730144,Irfan Pratama,Bogor,1973-07-08,Laki-Laki,B,Jl. Handoko No. 132,008/008,Duren Sawit,Bekasi Timur,Bogor,Jawa Barat,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000145,3171014303910145,Ayu Suryadi,Jakarta Pusat,1991-03-03,Perempuan,AB,Jl. Wijaya No. 13,005/008,Bintaro,Cengkareng,Jakarta Pusat,DKI Jakarta,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000146,3271010804990146,Joko Setiawan,Bogor,1999-04-08,Laki-Laki,O,Jl. Halim No. 12,007/001,Kebon Baru,Cengkareng,Bogor,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000147,3271010801020147,Slamet Kusuma,Bogor,2002-01-08,Laki-Laki,A,Jl. Setiawan No. 25,007/006,Rawa Bunga,Sukmajaya,Bogor,Jawa Barat,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000148,3275011301670148,Iwan Kusuma,Bekasi,1967-01-13,Laki-Laki,A,Jl. Setiawan No. 86,008/009,Bintaro,Kramat Jati,Bekasi,Jawa Barat,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000149,3276015808820149,Suryani Simanjuntak,Depok,1982-08-18,Perempuan,AB,Jl. Siregar No. 87,009/009,Bintaro,Serpong,Depok,Jawa Barat,BUDDHA,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000150,3271016403950150,Kartika Santoso,Bogor,1995-03-24,Perempuan,A,Jl. Permana No. 150,005/001,Bintaro,Cengkareng,Bogor,Jawa Barat,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000151,3172012003930151,Taufik Handoko,Jakarta Utara,1993-03-20,Laki-Laki,O,Jl. Setiawan No. 63,001/010,Sukajadi,Kramat Jati,Jakarta Utara,DKI Jakarta,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000152,3276017005830152,Ika Setiawan,Depok,1983-05-30,Perempuan,O,Jl. Panjaitan No. 16,012/003,Kebon Baru,Sukmajaya,Depok,Jawa Barat,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000153,3271014407890153,Ratna Pratama,Bogor,1989-07-04,Perempuan,AB,Jl. Lubis No. 68,010/008,Kebon Baru,Kramat Jati,Bogor,Jawa Barat,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000154,3276011812950154,Bambang Situmorang,Depok,1995-12-18,Laki-Laki,O,Jl. Gunawan No. 123,006/009,Duren Sawit,Cengkareng,Depok,Jawa Barat,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000155,3175016111660155,Kartika Halim,Jakarta Timur,1966-11-21,Perempuan,AB,Jl. Hutapea No. 21,006/008,Duren Sawit,Serpong,Jakarta Timur,DKI Jakarta,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000156,3271012802710156,Fauzi Rahman,Bogor,1971-02-28,Laki-Laki,A,Jl. Simanjuntak No. 62,004/001,Kebon Baru,Serpong,Bogor,Jawa Barat,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000157,3671010607690157,Joko Gunawan,Tangerang,1969-07-06,Laki-Laki,B,Jl. Santoso No. 141,003/007,Bintaro,Bekasi Timur,Tangerang,Banten,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000158,3671016606990158,Ratna Susanto,Tangerang,1999-06-26,Perempuan,A,Jl. Tanjung No. 147,004/009,Sukamaju,Kramat Jati,Tangerang,Banten,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000159,3276010708980159,Fauzi Wibowo,Depok,1998-08-07,Laki-Laki,AB,Jl. Wijaya No. 3,005/010,Sukajadi,Cengkareng,Depok,Jawa Barat,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000160,3671016903770160,Melati Setiawan,Tangerang,1977-03-29,Perempuan,B,Jl. Saputra No. 85,003/008,Duren Sawit,Serpong,Tangerang,Banten,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000161,3671015511720161,Retno Susanto,Tangerang,1972-11-15,Perempuan,O,Jl. Permana No. 132,006/002,Cipete,Serpong,Tangerang,Banten,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000162,3174011209760162,Ahmad Gunawan,Jakarta Selatan,1976-09-12,Laki-Laki,O,Jl. Nugroho No. 115,005/006,Duren Sawit,Sukmajaya,Jakarta Selatan,DKI Jakarta,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000163,3671015510670163,Sari Halim,Tangerang,1967-10-15,Perempuan,A,Jl. Suryadi No. 79,003/007,Duren Sawit,Serpong,Tangerang,Banten,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000164,3171015406860164,Nina Nugroho,Jakarta Pusat,1986-06-14,Perempuan,B,Jl. Suryadi No. 96,007/009,Bintaro,Sukmajaya,Jakarta Pusat,DKI Jakarta,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000165,3671012807880165,Sutrisno Situmorang,Tangerang,1988-07-28,Laki-Laki,O,Jl. Kusuma No. 93,002/010,Sukajadi,Tebet,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000166,3671012003700166,Hendra Gunawan,Tangerang,1970-03-20,Laki-Laki,B,Jl. Hutapea No. 150,008/002,Bintaro,Tebet,Tangerang,Banten,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000167,3172016809850167,Novi Siregar,Jakarta Utara,1985-09-28,Perempuan,AB,Jl. Panjaitan No. 6,007/005,Sukamaju,Serpong,Jakarta Utara,DKI Jakarta,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000168,3671011104890168,Joko Halim,Tangerang,1989-04-11,Laki-Laki,A,Jl. Kurniawan No. 121,001/005,Cipete,Kramat Jati,Tangerang,Banten,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000169,3674014711810169,Melati Wibowo,Tangerang Selatan,1981-11-07,Perempuan,A,Jl. Lubis No. 139,003/006,Sukajadi,Kramat Jati,Tangerang Selatan,Jawa Barat,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000170,3174012105780170,Rian Nugroho,Jakarta Selatan,1978-05-21,Laki-Laki,O,Jl. Lubis No. 140,007/009,Cipete,Kramat Jati,Jakarta Selatan,DKI Jakarta,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000171,3174015206660171,Wulan Firmansyah,Jakarta Selatan,1966-06-12,Perempuan,O,Jl. Simanjuntak No. 5,004/004,Sukajadi,Tebet,Jakarta Selatan,DKI Jakarta,BUDDHA,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000172,3671016412750172,Nina Lubis,Tangerang,1975-12-24,Perempuan,A,Jl. Wibowo No. 113,004/009,Kebon Baru,Tebet,Tangerang,Banten,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000173,3671012711900173,Fauzi Panjaitan,Tangerang,1990-11-27,Laki-Laki,AB,Jl. Nugroho No. 78,003/009,Kebon Baru,Bekasi Timur,Tangerang,Banten,KATOLIK,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000174,3671013001930174,Arif Siregar,Tangerang,1993-01-30,Laki-Laki,O,Jl. Rahman No. 127,001/006,Cipete,Sukmajaya,Tangerang,Banten,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000175,3276014411980175,Wulan Susanto,Depok,1998-11-04,Perempuan,O,Jl. Nugroho No. 58,005/003,Bintaro,Tebet,Depok,Jawa Barat,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000176,3173016311750176,Dian Kusuma,Jakarta Barat,1975-11-23,Perempuan,AB,Jl. Hidayat No. 85,011/002,Bintaro,Cengkareng,Jakarta Barat,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000177,3671010704680177,Wahyu Wibowo,Tangerang,1968-04-07,Laki-Laki,B,Jl. Situmorang No. 144,004/008,Kebon Baru,Cengkareng,Tangerang,Banten,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000178,3671010307980178,Krisna Hidayat,Tangerang,1998-07-03,Laki-Laki,O,Jl. Nugroho No. 53,007/004,Rawa Bunga,Cengkareng,Tangerang,Banten,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000179,3674016711850179,Lestari Firmansyah,Tangerang Selatan,1985-11-27,Perempuan,A,Jl. Panjaitan No. 121,006/004,Rawa Bunga,Cengkareng,Tangerang Selatan,Jawa Barat,HINDU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000180,3175012710890180,Rian Setiawan,Jakarta Timur,1989-10-27,Laki-Laki,O,Jl. Susanto No. 40,004/006,Kebon Baru,Bekasi Timur,Jakarta Timur,DKI Jakarta,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000181,3671015807760181,Dian Tanjung,Tangerang,1976-07-18,Perempuan,O,Jl. Panjaitan No. 126,008/003,Rawa Bunga,Kramat Jati,Tangerang,Banten,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000182,3671010307880182,Krisna Rahman,Tangerang,1988-07-03,Laki-Laki,A,Jl. Kurniawan No. 13,001/007,Cempaka Putih,Serpong,Tangerang,Banten,KRISTEN,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000183,3671012809810183,Budi Hidayat,Tangerang,1981-09-28,Laki-Laki,A,Jl. Simanjuntak No. 124,011/008,Sukamaju,Tebet,Tangerang,Banten,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000184,3671011201890184,Budi Kusuma,Tangerang,1989-01-12,Laki-Laki,AB,Jl. Santoso No. 129,012/007,Cempaka Putih,Tebet,Tangerang,Banten,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000185,3671012707010185,Yusuf Simanjuntak,Tangerang,2001-07-27,Laki-Laki,AB,Jl. Firmansyah No. 102,002/006,Cipete,Bekasi Timur,Tangerang,Banten,BUDDHA,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000186,3174011203690186,Bambang Lubis,Jakarta Selatan,1969-03-12,Laki-Laki,O,Jl. Wibowo No. 97,009/008,Sukamaju,Serpong,Jakarta Selatan,DKI Jakarta,ISLAM,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000187,3671012005900187,Ahmad Permana,Tangerang,1990-05-20,Laki-Laki,A,Jl. Kusuma No. 11,004/004,Bintaro,Cengkareng,Tangerang,Banten,ISLAM,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000188,3671015701730188,Melati Rahman,Tangerang,1973-01-17,Perempuan,AB,Jl. Santoso No. 54,010/003,Cipete,Tebet,Tangerang,Banten,KATOLIK,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000189,3671012103820189,Taufik Wibowo,Tangerang,1982-03-21,Laki-Laki,B,Jl. Hutapea No. 21,009/006,Sukamaju,Tebet,Tangerang,Banten,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000190,3671011309990190,Eko Simanjuntak,Tangerang,1999-09-13,Laki-Laki,AB,Jl. Santoso No. 70,008/008,Kebon Baru,Cengkareng,Tangerang,Banten,BUDDHA,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000191,3671014511680191,Sri Lubis,Tangerang,1968-11-05,Perempuan,AB,Jl. Nugroho No. 19,002/005,Cempaka Putih,Bekasi Timur,Tangerang,Banten,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000192,3174016703650192,Ratna Halim,Jakarta Selatan,1965-03-27,Perempuan,AB,Jl. Suryadi No. 93,005/002,Cempaka Putih,Tebet,Jakarta Selatan,DKI Jakarta,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000193,3671016008690193,Dian Rahman,Tangerang,1969-08-20,Perempuan,A,Jl. Kurniawan No. 91,009/002,Rawa Bunga,Bekasi Timur,Tangerang,Banten,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000194,3172016211750194,Putri Situmorang,Jakarta Utara,1975-11-22,Perempuan,B,Jl. Lubis No. 98,003/003,Duren Sawit,Cengkareng,Jakarta Utara,DKI Jakarta,KATOLIK,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000195,3271012211830195,Andi Pratama,Bogor,1983-11-22,Laki-Laki,AB,Jl. Handoko No. 20,006/005,Kebon Baru,Serpong,Bogor,Jawa Barat,KONGHUCU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000196,3175012104650196,Hadi Saputra,Jakarta Timur,1965-04-21,Laki-Laki,O,Jl. Gunawan No. 98,006/008,Rawa Bunga,Bekasi Timur,Jakarta Timur,DKI Jakarta,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000197,3671016806860197,Ratna Simanjuntak,Tangerang,1986-06-28,Perempuan,AB,Jl. Pratama No. 102,006/005,Bintaro,Sukmajaya,Tangerang,Banten,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000198,3275015804900198,Indah Wibowo,Bekasi,1990-04-18,Perempuan,B,Jl. Siregar No. 140,003/009,Sukamaju,Serpong,Bekasi,Jawa Barat,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000199,3671016609010199,Retno Susanto,Tangerang,2001-09-26,Perempuan,O,Jl. Lubis No. 128,003/005,Kebon Baru,Cengkareng,Tangerang,Banten,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000200,3173016810910200,Retno Wibowo,Jakarta Barat,1991-10-28,Perempuan,O,Jl. Siregar No. 103,009/009,Cipete,Sukmajaya,Jakarta Barat,DKI Jakarta,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000201,3175011806720201,Rizky Situmorang,Jakarta Timur,1972-06-18,Laki-Laki,A,Jl. Siregar No. 103,006/007,Sukajadi,Tebet,Jakarta Timur,DKI Jakarta,ISLAM,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000202,3671013012840202,Dimas Panjaitan,Tangerang,1984-12-30,Laki-Laki,AB,Jl. Wibowo No. 119,011/010,Cempaka Putih,Cengkareng,Tangerang,Banten,ISLAM,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000203,3174011704020203,Bambang Permana,Jakarta Selatan,2002-04-17,Laki-Laki,B,Jl. Halim No. 80,006/008,Kebon Baru,Sukmajaya,Jakarta Selatan,DKI Jakarta,HINDU,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000204,3671016304790204,Ani Suryadi,Tangerang,1979-04-23,Perempuan,A,Jl. Susanto No. 12,012/002,Sukamaju,Cengkareng,Tangerang,Banten,KONGHUCU,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000205,3172012910720205,Krisna Panjaitan,Jakarta Utara,1972-10-29,Laki-Laki,B,Jl. Gunawan No. 144,007/008,Kebon Baru,Bekasi Timur,Jakarta Utara,DKI Jakarta,KONGHUCU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000206,3674012404660206,Gunawan Lubis,Tangerang Selatan,1966-04-24,Laki-Laki,B,Jl. Suryadi No. 110,007/001,Kebon Baru,Kramat Jati,Tangerang Selatan,Jawa Barat,KATOLIK,Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000207,3175011608790207,Yudi Rahman,Jakarta Timur,1979-08-16,Laki-Laki,B,Jl. Suryadi No. 30,005/008,Rawa Bunga,Sukmajaya,Jakarta Timur,DKI Jakarta,HINDU,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
DKC000208,3276010307010208,Rudi Halim,Depok,2001-07-03,Laki-Laki,AB,Jl. Simanjuntak No. 22,011/003,Rawa Bunga,Tebet,Depok,Jawa Barat,KRISTEN,Cerai Hidup,Wiraswasta,WNI,SEUMUR HIDUP
DKC000209,3671010112870209,Hendra Halim,Tangerang,1987-12-01,Laki-Laki,O,Jl. Permana No. 36,010/007,Cipete,Kramat Jati,Tangerang,Banten,HINDU,Belum Menikah,Wiraswasta,WNI,SEUMUR HIDUP
DKC000210,3171011102790210,Ahmad Susanto,Jakarta Pusat,1979-02-11,Laki-Laki,O,Jl. Simanjuntak No. 14,006/001,Bintaro,Kramat Jati,Jakarta Pusat,DKI Jakarta,KRISTEN,Cerai Mati,Wiraswasta,WNI,SEUMUR HIDUP
