application_id,NIK,company_name,owner_name,industry,sub_industry,province,city,branch_name,region,rm_id,rm_name,rm_branch_name,level,loan_requested,collateral_type,collateral_market_value,collateral_ratio,estimated_dsr,revenue_growth_pct,profit_margin_2025,slik_worst_collectability,status_dhn,bank_best_avg_balance_6m,bank_best_current_balance,identity_passed,character_score,character_notes,collateral_score,collateral_notes,financial_score,financial_notes,cashflow_score,cashflow_notes,risk_score,decision,zone,jenis_kredit_rekomendasi,nominal_disetujui,jangka_waktu_bulan,bunga_persen,insight,insight_kategori,label
APP202600034,3671014110870034,UD Saputra Mandiri,Yanti Saputra,Transportasi,Ekspedisi Kecil,Banten,Tangerang,KCP Tangerang BSD,Region 3,RM0023,Anton Saputra,KCP Tangerang BSD,Junior RB,750000000,Ruko,2386375000,3.18,3.0,-0.1354,0.0695,3.0,Tidak,9295913,14790510,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 3 bank,1.0,LTV agunan 318% dari pinjaman,0.404,"Omset menurun -13.5% (2024→2025), margin laba 7.0%",0.319,"Saldo rata-rata 5.2x omset bulanan, saldo real-time 8.3x omset bulanan",0.57,Layak Bersyarat,Kuning,KI,750000000,36,12.0,"Layak bersyarat karena Character, Financial, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Ditolak
APP202600035,3671015108920035,CV Suryadi Mandiri,Yanti Wibowo,Manufaktur,Furniture,Banten,Tangerang,KCP Cikini,Region 2,RM0028,Agus Firmansyah,KCP Cikini,Junior RB,150000000,Ruko,3060644000,20.4,3.0,0.3165,0.0578,2.0,Tidak,9125043,5164330,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 1 bank,1.0,LTV agunan 2040% dari pinjaman,0.644,"Omset tumbuh +31.6% (2024→2025), margin laba 5.8%",0.287,"Saldo rata-rata 7.5x omset bulanan, saldo real-time 4.2x omset bulanan",0.74,Layak,Hijau,KMK,150000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600036,3671014712870036,CV Tanjung Jaya,Novi Suryadi,Transportasi,Ekspedisi Kecil,Banten,Tangerang,KCP Cikini,Region 3,RM0027,Sari Setiawan,KCP Cikini,Senior RB,500000000,Ruko,4637315000,9.27,3.0,0.1163,0.0265,2.0,Tidak,33956428,33762838,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 3 bank,1.0,LTV agunan 927% dari pinjaman,0.44,"Omset tumbuh +11.6% (2024→2025), margin laba 2.6%",0.483,"Saldo rata-rata 10.1x omset bulanan, saldo real-time 10.0x omset bulanan",0.701,Layak,Hijau,KI,500000000,36,9.5,"Layak tapi Financial, Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.",Layak tapi,Diterima
APP202600037,3175012901750037,PT Permana Abadi,Fauzi Situmorang,Manufaktur,Pengolahan Makanan Ringan,DKI Jakarta,Jakarta Timur,KCP Pluit,Region 1,RM0036,Yanti Susanto,KCP Pluit,Junior RB,50000000,Rumah,4043613000,80.87,3.0,0.1729,0.0459,1.0,Tidak,12791362,7830162,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 8087% dari pinjaman,0.526,"Omset tumbuh +17.3% (2024→2025), margin laba 4.6%",0.274,"Saldo rata-rata 10.7x omset bulanan, saldo real-time 6.6x omset bulanan, memiliki rekening dormant",0.797,Layak,Hijau,KMK,50000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600038,3671016303970038,UD Situmorang Abadi,Melati Tanjung,Kuliner,Bakery,Banten,Tangerang,KCP Bogor Baranangsiang,Region 2,RM0020,Indah Kusuma,KCP Bogor Baranangsiang,Junior RB,50000000,Tanah,1513917000,30.28,3.0,0.2558,0.2095,1.0,Tidak,20979956,8508335,True,1.0,Kolektibilitas terburuk: Lancar di 3 bank,1.0,LTV agunan 3028% dari pinjaman,0.853,"Omset tumbuh +25.6% (2024→2025), margin laba 20.9%",0.441,"Saldo rata-rata 12.6x omset bulanan, saldo real-time 5.1x omset bulanan",0.891,Layak,Hijau,KMK,50000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600039,3671010304670039,CV Kurniawan Abadi,Yudi Hutapea,Pertanian,Peternakan Ayam,Banten,Tangerang,KCP Cikini,Region 2,RM0027,Sari Setiawan,KCP Cikini,Senior RB,750000000,Rumah,1505223000,2.01,3.0,0.1525,0.0623,1.0,Tidak,22567640,35663986,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 201% dari pinjaman,0.558,"Omset tumbuh +15.2% (2024→2025), margin laba 6.2%",0.619,"Saldo rata-rata 10.2x omset bulanan, saldo real-time 16.1x omset bulanan",0.827,Layak,Hijau,KI,750000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.56, Collateral 1.00, Cashflow 0.62) berada di zona aman.",Layak karena,Diterima
APP202600040,3671015003850040,CV Hutapea Mandiri,Melati Pratama,Jasa,Jasa Konstruksi Kecil,Banten,Tangerang,KCP Bekasi Barat,Region 3,RM0009,Yuni Pratama,KCP Bekasi Barat,Senior RB,50000000,Ruko,2558604000,51.17,0.67,-0.0983,0.1166,0.0,Tidak,51044224,77682133,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 5117% dari pinjaman,0.552,"Omset menurun -9.8% (2024→2025), margin laba 11.7%",0.9,"Saldo rata-rata 22.1x omset bulanan, saldo real-time 33.7x omset bulanan, overdraft 1x dalam 6 bulan",0.73,Layak,Hijau,KMK,50000000,12,9.5,"Layak karena seluruh komponen (Character 0.60, Financial 0.55, Collateral 1.00, Cashflow 0.90) berada di zona aman.",Layak karena,Diterima
APP202600041,3276015003770041,PT Permana Mandiri,Rina Hutapea,Perdagangan,Grosir Pakaian,Jawa Barat,Depok,KCP Kelapa Gading,Region 2,RM0008,Retno Kusuma,KCP Kelapa Gading,Junior RB,300000000,Rumah,3275676000,10.92,3.0,0.1916,0.0945,1.0,Tidak,8209639,12056231,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 1092% dari pinjaman,0.667,"Omset tumbuh +19.2% (2024→2025), margin laba 9.4%",0.361,"Saldo rata-rata 6.2x omset bulanan, saldo real-time 9.1x omset bulanan",0.845,Layak,Hijau,KI,300000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600042,3271010505890042,CV Pratama Makmur,Andi Permana,Kuliner,Restoran,Jawa Barat,Bogor,KCP Bekasi Barat,Region 2,RM0012,Ika Tanjung,KCP Bekasi Barat,Junior RB,150000000,Tanah,2008938000,13.39,3.0,0.2436,0.0754,4.0,Tidak,46191774,74216678,True,0.2,Kolektibilitas terburuk: Diragukan di 2 bank,1.0,LTV agunan 1339% dari pinjaman,0.647,"Omset tumbuh +24.4% (2024→2025), margin laba 7.5%",0.658,"Saldo rata-rata 10.7x omset bulanan, saldo real-time 17.2x omset bulanan",0.582,Layak Bersyarat,Kuning,KMK,150000000,12,12.0,Layak bersyarat karena Character — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Ditolak
APP202600043,3271015910980043,CV Firmansyah Jaya,Wati Santoso,Perdagangan,Grosir Pakaian,Jawa Barat,Bogor,KCP Bogor Baranangsiang,Region 4,RM0018,Slamet Situmorang,KCP Bogor Baranangsiang,Senior RB,50000000,Rumah,23046560000,460.93,1.47,0.0293,0.0958,0.0,Tidak,10018557,8523101,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 46093% dari pinjaman,0.573,"Omset tumbuh +2.9% (2024→2025), margin laba 9.6%",0.423,"Saldo rata-rata 9.5x omset bulanan, saldo real-time 8.1x omset bulanan",0.688,Layak Bersyarat,Kuning,KMK,50000000,12,12.0,Layak bersyarat karena Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Diterima
APP202600044,3271014201950044,PT Santoso Sejahtera,Wati Santoso,Kuliner,Warung Makan,Jawa Barat,Bogor,KCP Kemang,Region 1,RM0030,Doni Simanjuntak,KCP Kemang,Junior RB,100000000,Ruko,11092374000,110.92,3.0,0.0781,0.1735,1.0,Tidak,71759683,48173163,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 11092% dari pinjaman,0.747,"Omset tumbuh +7.8% (2024→2025), margin laba 17.3%",0.823,"Saldo rata-rata 21.9x omset bulanan, saldo real-time 14.7x omset bulanan",0.903,Layak,Hijau,KMK,100000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.75, Collateral 1.00, Cashflow 0.82) berada di zona aman.",Layak karena,Ditolak
APP202600045,3173012502730045,CV Lubis Abadi,Gunawan Permana,Perdagangan,Grosir Pakaian,DKI Jakarta,Jakarta Barat,KCP Cikini,Region 2,RM0026,Agus Santoso,KCP Cikini,Senior RB,150000000,Ruko,1582396000,10.55,3.0,0.1026,0.1157,1.0,Tidak,14912302,-476243,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 1055% dari pinjaman,0.67,"Omset tumbuh +10.3% (2024→2025), margin laba 11.6%",0.0,"Saldo rata-rata 1.8x omset bulanan, saldo real-time -0.1x omset bulanan, overdraft 1x dalam 6 bulan",0.809,Layak,Hijau,KMK,150000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600046,3275014502860046,CV Tanjung Mandiri,Tri Permana,Manufaktur,Furniture,Jawa Barat,Bekasi,KCP Pluit,Region 2,RM0034,Iwan Nugroho,KCP Pluit,Junior RB,200000000,Rumah,1348611000,6.74,3.0,-0.3077,0.1124,1.0,Tidak,9599305,11990561,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 674% dari pinjaman,0.415,"Omset menurun -30.8% (2024→2025), margin laba 11.2%",1.0,"Saldo rata-rata 20.1x omset bulanan, saldo real-time 25.1x omset bulanan",0.842,Layak,Hijau,KI,200000000,36,9.5,Layak tapi Financial tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600047,3172010211710047,UD Santoso Makmur,Fajar Hidayat,Transportasi,Ekspedisi Kecil,DKI Jakarta,Jakarta Utara,KCP Tebet,Region 2,RM0001,Ani Tanjung,KCP Tebet,Junior RB,200000000,Ruko,3715881000,18.58,3.0,-0.3379,0.1858,1.0,Tidak,6068014,7239898,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 1858% dari pinjaman,0.497,"Omset menurun -33.8% (2024→2025), margin laba 18.6%",0.381,"Saldo rata-rata 7.3x omset bulanan, saldo real-time 8.7x omset bulanan",0.792,Layak,Hijau,KI,200000000,36,9.5,"Layak tapi Financial, Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.",Layak tapi,Diterima
APP202600048,3671016211990048,UD Simanjuntak Abadi,Sri Simanjuntak,Kuliner,Katering,Banten,Tangerang,KCP Cibubur,Region 3,RM0040,Tri Wibowo,KCP Cibubur,Junior RB,75000000,Tanah,1204350000,16.06,3.0,0.2141,0.1168,1.0,Tidak,18003593,29352027,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,0.2,LTV agunan 1606% dari pinjaman — nama sertifikat TIDAK sesuai pemilik (butuh verifikasi manual),0.74,"Omset tumbuh +21.4% (2024→2025), margin laba 11.7%",0.644,"Saldo rata-rata 10.4x omset bulanan, saldo real-time 17.0x omset bulanan",0.723,Layak,Hijau,KMK,75000000,12,9.5,Layak tapi Collateral tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600049,3172016512950049,UD Kurniawan Abadi,Lina Hidayat,Jasa,Laundry,DKI Jakarta,Jakarta Utara,KCP Tebet,Region 1,RM0002,Krisna Permana,KCP Tebet,Senior RB,300000000,Ruko,2732687000,9.11,3.0,0.1758,0.1283,2.0,Tidak,4608683,5047196,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 1 bank,1.0,LTV agunan 911% dari pinjaman,0.748,"Omset tumbuh +17.6% (2024→2025), margin laba 12.8%",0.073,"Saldo rata-rata 1.5x omset bulanan, saldo real-time 1.6x omset bulanan",0.749,Layak,Hijau,KI,300000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600050,3172015801940050,CV Siregar Makmur,Yanti Halim,Pertanian,Distributor Hasil Tani,DKI Jakarta,Jakarta Utara,KCP Tebet,Region 2,RM0002,Krisna Permana,KCP Tebet,Senior RB,100000000,Tanah,5621395000,56.21,2.15,0.0063,0.1202,4.0,Tidak,21931236,12539566,True,0.2,Kolektibilitas terburuk: Diragukan di 2 bank,1.0,LTV agunan 5621% dari pinjaman,0.624,"Omset stagnan +0.6% (2024→2025), margin laba 12.0%",0.243,"Saldo rata-rata 6.3x omset bulanan, saldo real-time 3.6x omset bulanan",0.526,Perlu Review Ulang,Kuning,KMK,100000000,12,12.0,Perlu review ulang karena skor gabungan (0.53) berada di area abu-abu — disarankan OTS/wawancara lanjutan sebelum keputusan final.,Perlu review ulang karena,Ditolak
APP202600051,3671011808920051,CV Lubis Jaya,Joko Pratama,Jasa,Bengkel,Banten,Tangerang,KCP Bogor Baranangsiang,Region 1,RM0019,Maya Lubis,KCP Bogor Baranangsiang,Senior RB,75000000,Rumah,1641885000,21.89,3.0,0.0457,0.0855,1.0,Tidak,1196686,1317321,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,0.2,LTV agunan 2189% dari pinjaman — nama sertifikat TIDAK sesuai pemilik (butuh verifikasi manual),0.555,"Omset tumbuh +4.6% (2024→2025), margin laba 8.6%",0.075,"Saldo rata-rata 1.5x omset bulanan, saldo real-time 1.7x omset bulanan",0.628,Layak Bersyarat,Kuning,KMK,75000000,12,12.0,"Layak bersyarat karena Collateral, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202600052,3173016507900052,UD Hidayat Sejahtera,Melati Suryadi,Kuliner,Restoran,DKI Jakarta,Jakarta Barat,KCP Tebet,Region 1,RM0004,Rita Halim,KCP Tebet,Junior RB,1000000000,Rumah,19049517000,19.05,3.0,0.2737,0.1272,3.0,Tidak,20709625,27827644,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 1 bank,1.0,LTV agunan 1905% dari pinjaman,0.803,"Omset tumbuh +27.4% (2024→2025), margin laba 12.7%",0.671,"Saldo rata-rata 13.9x omset bulanan, saldo real-time 18.7x omset bulanan, overdraft 1x dalam 6 bulan",0.709,Layak,Hijau,KI,1000000000,36,9.5,Layak tapi Character tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600053,3671014712890053,CV Lubis Jaya,Ratna Firmansyah,Manufaktur,Pengolahan Makanan Ringan,Banten,Tangerang,KCP Tebet,Region 1,RM0002,Krisna Permana,KCP Tebet,Senior RB,75000000,Tanah,6562752000,87.5,0.64,0.0144,0.1345,0.0,Tidak,41780206,56898531,True,0.6,Belum memiliki riwayat kredit di SLIK (nasabah baru),1.0,LTV agunan 8750% dari pinjaman,0.667,"Omset stagnan +1.4% (2024→2025), margin laba 13.5%",0.188,"Saldo rata-rata 11.4x omset bulanan, saldo real-time 15.6x omset bulanan, overdraft 3x dalam 6 bulan, memiliki rekening dormant",0.684,Layak Bersyarat,Kuning,KMK,75000000,12,12.0,Layak bersyarat karena Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.,Layak bersyarat karena,Diterima
APP202600054,3674016707000054,PT Wijaya Abadi,Sari Hutapea,Pertanian,Peternakan Ayam,Jawa Barat,Tangerang Selatan,KCP Depok Margonda,Region 3,RM0013,Krisna Permana,KCP Depok Margonda,Junior RB,750000000,Rumah,1944900000,2.59,3.0,0.3711,0.1473,1.0,Tidak,2728249,3475435,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 259% dari pinjaman,0.915,"Omset tumbuh +37.1% (2024→2025), margin laba 14.7%",0.335,"Saldo rata-rata 6.2x omset bulanan, saldo real-time 7.9x omset bulanan",0.888,Layak,Hijau,KI,750000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600055,3674015806980055,PT Halim Makmur,Dian Kusuma,Transportasi,Ekspedisi Kecil,Jawa Barat,Tangerang Selatan,KCP Kelapa Gading,Region 1,RM0007,Wati Lubis,KCP Kelapa Gading,Junior RB,750000000,Rumah,6180984000,8.24,3.0,0.3434,0.1759,2.0,Tidak,80545738,77522552,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 3 bank,1.0,LTV agunan 824% dari pinjaman,0.906,"Omset tumbuh +34.3% (2024→2025), margin laba 17.6%",0.659,"Saldo rata-rata 14.0x omset bulanan, saldo real-time 13.5x omset bulanan",0.835,Layak,Hijau,KI,750000000,36,9.5,"Layak karena seluruh komponen (Character 0.75, Financial 0.91, Collateral 1.00, Cashflow 0.66) berada di zona aman.",Layak karena,Diterima
APP202600056,3671014508730056,CV Pratama Mandiri,Ani Panjaitan,Manufaktur,Konveksi,Banten,Tangerang,KCP Kelapa Gading,Region 2,RM0007,Wati Lubis,KCP Kelapa Gading,Junior RB,150000000,Rumah,5893350000,39.29,3.0,0.051,0.1611,1.0,Tidak,22645232,21723786,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 3929% dari pinjaman,0.731,"Omset tumbuh +5.1% (2024→2025), margin laba 16.1%",0.619,"Saldo rata-rata 13.2x omset bulanan, saldo real-time 12.6x omset bulanan",0.883,Layak,Hijau,KMK,150000000,12,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.73, Collateral 1.00, Cashflow 0.62) berada di zona aman.",Layak karena,Diterima
APP202600057,3275010510960057,PT Permana Makmur,Rudi Pratama,Jasa,Jasa Konstruksi Kecil,Jawa Barat,Bekasi,KCP Tangerang BSD,Region 1,RM0022,Sari Setiawan,KCP Tangerang BSD,Junior RB,200000000,Tanah,9909063000,49.55,3.0,0.3067,0.0863,1.0,Tidak,19485981,31848313,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 4955% dari pinjaman,0.714,"Omset tumbuh +30.7% (2024→2025), margin laba 8.6%",0.543,"Saldo rata-rata 10.4x omset bulanan, saldo real-time 17.0x omset bulanan, overdraft 1x dalam 6 bulan",0.875,Layak,Hijau,KI,200000000,36,9.5,"Layak karena seluruh komponen (Character 1.00, Financial 0.71, Collateral 1.00, Cashflow 0.54) berada di zona aman.",Layak karena,Diterima
APP202600058,3671012101860058,UD Halim Sejahtera,Irfan Santoso,Manufaktur,Pengolahan Makanan Ringan,Banten,Tangerang,KCP Pluit,Region 4,RM0035,Anton Rahman,KCP Pluit,Junior RB,300000000,Ruko,2001778000,6.67,3.0,0.4152,0.114,2.0,Tidak,39486669,61427474,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 1 bank,1.0,LTV agunan 667% dari pinjaman,0.853,"Omset tumbuh +41.5% (2024→2025), margin laba 11.4%",0.634,"Saldo rata-rata 10.5x omset bulanan, saldo real-time 16.4x omset bulanan",0.827,Layak,Hijau,KI,300000000,36,9.5,"Layak karena seluruh komponen (Character 0.75, Financial 0.85, Collateral 1.00, Cashflow 0.63) berada di zona aman.",Layak karena,Diterima
APP202600059,3671016210710059,CV Wibowo Makmur,Wati Kurniawan,Pertanian,Peternakan Ayam,Banten,Tangerang,KCP Cikini,Region 1,RM0028,Agus Firmansyah,KCP Cikini,Junior RB,150000000,Tanah,2105100000,14.03,3.0,0.0655,0.0857,1.0,Tidak,14249363,15727780,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 1403% dari pinjaman,0.568,"Omset tumbuh +6.6% (2024→2025), margin laba 8.6%",0.434,"Saldo rata-rata 13.6x omset bulanan, saldo real-time 15.0x omset bulanan, overdraft 1x dalam 6 bulan, memiliki rekening dormant",0.811,Layak,Hijau,KMK,150000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600060,3674015309780060,CV Firmansyah Jaya,Novi Suryadi,Jasa,Laundry,Jawa Barat,Tangerang Selatan,KCP Kemang,Region 2,RM0030,Doni Simanjuntak,KCP Kemang,Junior RB,50000000,Rumah,8955079000,179.1,3.0,-0.0656,0.0362,2.0,Tidak,2420444,3336123,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 1 bank,1.0,LTV agunan 17910% dari pinjaman,0.357,"Omset menurun -6.6% (2024→2025), margin laba 3.6%",0.074,"Saldo rata-rata 1.3x omset bulanan, saldo real-time 1.8x omset bulanan",0.651,Layak Bersyarat,Kuning,KMK,50000000,12,12.0,"Layak bersyarat karena Financial, Cashflow — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Diterima
APP202600061,3171011302650061,UD Firmansyah Sejahtera,Hendra Rahman,Pertanian,Distributor Hasil Tani,DKI Jakarta,Jakarta Pusat,KCP Kelapa Gading,Region 3,RM0006,Budi Suryadi,KCP Kelapa Gading,Senior RB,300000000,Ruko,988856000,3.3,3.0,0.6777,0.0646,1.0,Tidak,5170851,7096511,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 330% dari pinjaman,0.772,"Omset tumbuh +67.8% (2024→2025), margin laba 6.5%",0.084,"Saldo rata-rata 1.5x omset bulanan, saldo real-time 2.1x omset bulanan",0.827,Layak,Hijau,KI,300000000,36,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600062,3175014405000062,UD Lubis Makmur,Rina Lubis,Kuliner,Bakery,DKI Jakarta,Jakarta Timur,KCP Cibubur,Region 4,RM0039,Slamet Hutapea,KCP Cibubur,Senior RB,750000000,Rumah,2149458000,2.87,3.0,-0.0404,0.0666,1.0,Tidak,11932291,8839011,True,1.0,Kolektibilitas terburuk: Lancar di 1 bank,1.0,LTV agunan 287% dari pinjaman,0.453,"Omset menurun -4.0% (2024→2025), margin laba 6.7%",0.603,"Saldo rata-rata 14.3x omset bulanan, saldo real-time 10.6x omset bulanan",0.808,Layak,Hijau,KI,750000000,36,9.5,Layak tapi Financial tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600063,3671011309840063,CV Nugroho Jaya,Hendra Susanto,Jasa,Percetakan,Banten,Tangerang,KCP Bekasi Barat,Region 1,RM0010,Indah Rahman,KCP Bekasi Barat,Senior RB,75000000,Ruko,2289053000,30.52,3.0,0.2555,0.103,2.0,Tidak,26110421,2478786,True,0.75,Kolektibilitas terburuk: Dalam Perhatian Khusus di 2 bank,1.0,LTV agunan 3052% dari pinjaman,0.728,"Omset tumbuh +25.6% (2024→2025), margin laba 10.3%",0.0,"Saldo rata-rata 11.5x omset bulanan, saldo real-time 1.1x omset bulanan, overdraft 2x dalam 6 bulan, memiliki rekening dormant",0.736,Layak,Hijau,KMK,75000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
APP202600064,3173015312970064,PT Tanjung Abadi,Rina Simanjuntak,Manufaktur,Furniture,DKI Jakarta,Jakarta Barat,KCP Pluit,Region 2,RM0036,Yanti Susanto,KCP Pluit,Junior RB,75000000,Rumah,3448182000,45.98,3.0,0.1786,0.0105,3.0,Tidak,22738913,30048201,True,0.45,Kolektibilitas terburuk: Kurang Lancar di 2 bank,1.0,LTV agunan 4598% dari pinjaman,0.435,"Omset tumbuh +17.9% (2024→2025), margin laba 1.1%",0.74,"Saldo rata-rata 13.5x omset bulanan, saldo real-time 17.8x omset bulanan",0.628,Layak Bersyarat,Kuning,KMK,75000000,12,12.0,"Layak bersyarat karena Character, Financial — disarankan tambahan agunan/penjamin atau plafon diturunkan.",Layak bersyarat karena,Ditolak
APP202600065,3173015204880065,CV Santoso Jaya,Rita Wijaya,Pertanian,Distributor Hasil Tani,DKI Jakarta,Jakarta Barat,KCP Bekasi Barat,Region 1,RM0009,Yuni Pratama,KCP Bekasi Barat,Senior RB,150000000,Rumah,19343718000,128.96,2.31,0.1778,0.0472,1.0,Tidak,40610730,4973637,True,1.0,Kolektibilitas terburuk: Lancar di 2 bank,1.0,LTV agunan 12896% dari pinjaman,0.533,"Omset tumbuh +17.8% (2024→2025), margin laba 4.7%",0.093,"Saldo rata-rata 8.5x omset bulanan, saldo real-time 1.0x omset bulanan, memiliki rekening dormant",0.769,Layak,Hijau,KMK,150000000,12,9.5,Layak tapi Cashflow tergolong lemah (skor di bawah 0.5) — disarankan tetap dimonitor meski keputusan akhir disetujui.,Layak tapi,Diterima
